accident_key,incident_id,incident_date,day_of_week,month,year,quarter,driver_age,driver_gender,road_conditions,weather_conditions,track,vehicle_type,vehicle_make,vehicle_model,accident_severity,number_of_vehicles,number_of_fatalities,is_weekend,season,age_group
977,977,2023-05-27,Saturday,5.0,2023.0,2.0,78.0,Other,muddy,windy,Ruta-Del-Sol,Truck,Toyota,Model E,CRITICAL,2,2,True,Spring,Elderly
978,978,11/11/2024,,,,,58.0,Other,muddy,sunny,Viaducto-Oriental,Van,Ford,Model A,minor,2,4,False,,Senior
979,979,2022-07-16,Saturday,7.0,2022.0,3.0,45.0,Male,icy,Windy,Highway-57,Van,Ford,Model H,Serious,5,0,True,Summer,Middle-aged
980,980,09/01/2023,,,,,53.0,Male,dry,Sunny,Ruta-Centro,Van,Ford,Model D,SERIOUS,5,2,False,,Senior
981,981,2024-08-21,Wednesday,8.0,2024.0,3.0,74.0,Male,muddy,sunny,Route-2,Sedan,Audi,Model E,minor,5,1,False,Summer,Elderly
982,982,03-23-2023,,,,,33.0,Male,Muddy,storm,Route-1,Bus,Honda,Model B,Minor,6,1,False,,Adult
983,983,05/30/2023,,,,,62.0,Other,Wet,Storm,Route-2,Bus,Toyota,Model D,MINOR,3,0,False,,Senior
984,984,2023-09-04,Monday,9.0,2023.0,3.0,,Female,Icy,storm,Ring-Road,Bus,Chevrolet,Model H,MINOR,8,2,False,Fall,
985,985,2024-04-30,Tuesday,4.0,2024.0,2.0,62.0,Female,ICY,Sunny,Viaducto-Oriental,SUV,Volkswagen,Model H,Critical,8,4,False,Spring,Senior
986,986,24/10/2024,,,,,42.0,Other,WET,Fog,Highway-57,Bus,Ford,Model H,minor,5,5,False,,Middle-aged
987,987,12/05/2022,,,,,19.0,Other,ICY,snow,Autopista-2,Truck,Hyundai,Model G,Serious,1,5,False,,Young
988,988,28/09/2021,,,,,,Male,ICY,clear,Route-1,Car,Nissan,Model B,critical,6,1,False,,
989,989,02/07/2021,,,,,57.0,Other,muddy,sunny,Carretera-45,Pickup,Chevrolet,Model G,Serious,4,0,False,,Senior
990,990,04/10/2022,,,,,50.0,Female,wet,Snow,Viaducto-Oriental,Van,Toyota,Model G,CRITICAL,1,3,False,,Middle-aged
991,991,02/23/2023,,,,,154.0,Female,ICY,Storm,Carretera-45,SUV,Ford,Model H,Serious,7,1,False,,
992,992,2024-10-18,Friday,10.0,2024.0,4.0,,Female,DRY,cloudy,Ruta-Del-Sol,SUV,Volkswagen,Model F,SERIOUS,7,1,False,Fall,
993,993,12/23/2023,,,,,23.0,Other,Muddy,cloudy,Viaducto-Oriental,Van,Hyundai,Model D,CRITICAL,1,1,False,,Young
994,994,12/21/2022,,,,,53.0,Female,Muddy,Snow,Route-1,SUV,Audi,Model H,CRITICAL,5,4,False,,Senior
995,995,24/04/2023,,,,,21.0,Male,Muddy,storm,Bypass-Norte,Truck,Ford,Model B,Critical,4,4,False,,Young
996,996,2022-03-21,Monday,3.0,2022.0,1.0,76.0,Other,DRY,Snow,MX-40,SUV,Honda,Model D,serious,4,1,False,Spring,Elderly
997,997,2021-07-25,Sunday,7.0,2021.0,3.0,31.0,Other,Muddy,Rain,Autopista-2,Truck,Mercedes,Model D,Critical,6,0,True,Summer,Adult
998,998,10/09/2021,,,,,,Other,ICY,Cloudy,Circuito-Interior,SUV,Toyota,Model F,MINOR,4,5,False,,
999,999,30/05/2023,,,,,,Female,ICY,Windy,MX-85,SUV,Nissan,Model G,critical,7,1,False,,
1000,1000,22/07/2022,,,,,40.0,Female,Icy,Fog,Periferico-Sur,Pickup,Volkswagen,Model A,critical,3,2,False,,Middle-aged
1001,1001,05-15-2024,,,,,71.0,Male,Muddy,rain,Ruta-Litoral,Bus,Ford,Model E,serious,5,1,False,,Elderly
1002,1002,2024-11-15,Friday,11.0,2024.0,4.0,74.0,Male,Dry,Fog,Ruta-Litoral,Motorcycle,Nissan,Model F,MINOR,4,0,False,Fall,Elderly
1003,1003,10/09/2024,,,,,30.0,Female,wet,clear,Route-1,Sedan,Toyota,Model E,CRITICAL,6,3,False,,Adult
1004,1004,05/27/2024,,,,,42.0,Other,icy,storm,Route-3,Bus,BMW,Model E,Minor,7,1,False,,Middle-aged
1005,1005,04/22/2021,,,,,60.0,Other,WET,cloudy,Autopista-2,Motorcycle,Hyundai,Model H,MINOR,3,5,False,,Senior
1006,1006,2023-03-02,Thursday,3.0,2023.0,1.0,58.0,Female,Muddy,Rain,Highway-57,Car,Nissan,Model D,Critical,2,1,False,Spring,Senior
1007,1007,21/10/2023,,,,,64.0,Female,Icy,fog,MX-85,Van,Chevrolet,Model G,minor,2,0,False,,Senior
1008,1008,01/25/2021,,,,,69.0,Female,WET,Cloudy,Autopista-2,Truck,Volkswagen,Model B,Critical,3,0,False,,Elderly
1009,1009,03/10/2024,,,,,25.0,Female,Wet,Rain,Ring-Road,Sedan,Audi,Model F,SERIOUS,7,2,False,,Young
1010,1010,08/23/2023,,,,,,Male,wet,rain,Corredor-Industrial,Car,Volkswagen,Model D,Critical,6,3,False,,
1011,1011,2021-05-19,Wednesday,5.0,2021.0,2.0,52.0,Female,WET,Sunny,Viaducto-Oriental,Motorcycle,BMW,Model C,minor,3,0,False,Spring,Senior
1012,1012,2022-03-18,Friday,3.0,2022.0,1.0,,Other,muddy,Clear,Viaducto-Oriental,Bus,Nissan,Model B,SERIOUS,5,0,False,Spring,
1013,1013,04/05/2021,,,,,43.0,Male,Icy,windy,Carretera-45,Motorcycle,Chevrolet,Model F,Serious,5,4,False,,Middle-aged
1014,1014,08/10/2022,,,,,18.0,Female,wet,rain,Viaducto-Oriental,Sedan,Audi,Model G,SERIOUS,2,5,False,,Young
1015,1015,12/08/2024,,,,,33.0,Female,DRY,Sunny,Highway-57,Car,Nissan,Model D,CRITICAL,4,4,False,,Adult
1016,1016,09/11/2021,,,,,29.0,Male,dry,cloudy,Autopista-1,Pickup,Volkswagen,Model B,Minor,6,5,False,,Adult
1017,1017,11/14/2023,,,,,32.0,Male,Dry,Clear,Ring-Road,Motorcycle,Honda,Model G,Critical,2,2,False,,Adult
1018,1018,11-01-2022,,,,,29.0,Female,Wet,windy,Carretera-45,Motorcycle,Audi,Model B,Critical,4,5,False,,Adult
1019,1019,26/10/2024,,,,,,Male,Muddy,storm,Circuito-Interior,Motorcycle,Mercedes,Model C,minor,4,3,False,,
1020,1020,06/15/2023,,,,,39.0,Other,ICY,rain,Carretera-45,Van,BMW,Model G,SERIOUS,8,2,False,,Middle-aged
1021,1021,26/06/2021,,,,,65.0,Female,DRY,storm,Periferico-Sur,SUV,Toyota,Model C,Minor,5,2,False,,Senior
1022,1022,07/06/2024,,,,,49.0,Other,wet,Clear,Carretera-45,SUV,Hyundai,Model A,Minor,7,4,False,,Middle-aged
1023,1023,09/09/2024,,,,,42.0,Other,Icy,Cloudy,Route-1,Motorcycle,Honda,Model A,MINOR,1,1,False,,Middle-aged
1024,1024,2024-12-20,Friday,12.0,2024.0,4.0,57.0,Male,wet,cloudy,Autopista-2,Motorcycle,Ford,Model C,critical,7,0,False,Winter,Senior
1025,1025,2021-01-24,Sunday,1.0,2021.0,1.0,,Male,Icy,cloudy,Periferico-Sur,Pickup,Mercedes,Model A,serious,1,4,True,Winter,
1026,1026,12-12-2022,,,,,35.0,Male,dry,cloudy,Periferico-Sur,Bus,BMW,Model G,CRITICAL,3,4,False,,Adult
1027,1027,12-08-2021,,,,,42.0,Male,ICY,Windy,Corredor-Industrial,Motorcycle,Honda,Model B,SERIOUS,5,1,False,,Middle-aged
1028,1028,30/08/2021,,,,,55.0,Other,muddy,Cloudy,Periferico-Sur,Sedan,BMW,Model G,Minor,4,2,False,,Senior
1029,1029,30/05/2023,,,,,29.0,Male,dry,snow,Ruta-Litoral,Truck,BMW,Model H,CRITICAL,6,4,False,,Adult
1030,1030,12/29/2024,,,,,62.0,Male,Muddy,Fog,Bypass-Norte,SUV,Toyota,Model E,serious,1,0,False,,Senior
1031,1031,11/13/2023,,,,,39.0,Male,WET,rain,Bypass-Norte,Car,Honda,Model D,SERIOUS,7,13,False,,Middle-aged
1032,1032,2023-01-24,Tuesday,1.0,2023.0,1.0,,Female,Icy,Sunny,Circuito-Interior,SUV,Audi,Model C,SERIOUS,4,5,False,Winter,
1033,1033,07/30/2021,,,,,44.0,Female,ICY,storm,Corredor-Industrial,Bus,Nissan,Model H,critical,1,5,False,,Middle-aged
1034,1034,2023-11-09,Thursday,11.0,2023.0,4.0,54.0,Male,dry,Rain,Route-3,Truck,Audi,Model H,serious,1,4,False,Fall,Senior
1035,1035,2021-01-26,Tuesday,1.0,2021.0,1.0,,Male,dry,storm,Autopista-1,SUV,Hyundai,Model F,Serious,8,0,False,Winter,
1036,1036,08/25/2023,,,,,52.0,Other,Muddy,windy,Circuito-Interior,SUV,Toyota,Model E,SERIOUS,1,5,False,,Senior
1037,1037,03-14-2021,,,,,,Other,Wet,Storm,Corredor-Industrial,Pickup,Honda,Model C,MINOR,6,5,False,,
1038,1038,2023-05-09,Tuesday,5.0,2023.0,2.0,77.0,Female,Icy,cloudy,Carretera-45,Bus,Ford,Model B,SERIOUS,5,5,False,Spring,Elderly
1039,1039,05/24/2022,,,,,84.0,Other,Wet,Sunny,MX-40,Pickup,Ford,Model F,critical,6,5,False,,Elderly
1040,1040,09/06/2021,,,,,35.0,Other,muddy,sunny,Ring-Road,SUV,Hyundai,Model A,critical,2,4,False,,Adult
1041,1041,10/10/2024,,,,,66.0,Other,muddy,sunny,Highway-85,Bus,Hyundai,Model B,minor,4,4,False,,Elderly
1042,1042,11/23/2023,,,,,59.0,Female,ICY,cloudy,Route-1,SUV,Chevrolet,Model F,CRITICAL,5,1,False,,Senior
1043,1043,08/11/2023,,,,,19.0,Male,WET,Windy,Route-1,Pickup,Mercedes,Model A,Serious,8,5,False,,Young
1044,1044,26/06/2021,,,,,,Male,Dry,cloudy,Route-3,Van,BMW,Model F,CRITICAL,5,2,False,,
1045,1045,02-15-2022,,,,,30.0,Female,DRY,Fog,Route-1,Pickup,Hyundai,Model B,CRITICAL,5,3,False,,Adult
1046,1046,05/12/2022,,,,,,Male,Icy,fog,Bypass-Norte,Pickup,Chevrolet,Model H,Minor,7,3,False,,
1047,1047,02-05-2022,,,,,41.0,Male,Muddy,Cloudy,Ruta-Litoral,SUV,Audi,Model G,SERIOUS,5,4,False,,Middle-aged
1048,1048,2021-11-05,Friday,11.0,2021.0,4.0,76.0,Female,dry,snow,Route-1,Car,BMW,Model C,minor,8,1,False,Fall,Elderly
1049,1049,2023-04-20,Thursday,4.0,2023.0,2.0,69.0,Other,Icy,Fog,Periferico-Sur,Van,Ford,Model G,SERIOUS,6,1,False,Spring,Elderly
1050,1050,01-15-2024,,,,,65.0,Other,ICY,Windy,Carretera-45,Motorcycle,Chevrolet,Model C,CRITICAL,5,3,False,,Senior
1051,1051,2022-11-18,Friday,11.0,2022.0,4.0,69.0,Male,ICY,Clear,Autopista-2,Pickup,Audi,Model C,Serious,3,5,False,Fall,Elderly
1052,1052,09/08/2024,,,,,47.0,Male,Dry,windy,Route-1,Truck,Ford,Model B,critical,4,0,False,,Middle-aged
1053,1053,25/02/2022,,,,,82.0,Female,Muddy,Cloudy,Corredor-Industrial,SUV,Nissan,Model A,Serious,5,17,False,,Elderly
1054,1054,10/05/2023,,,,,,Male,ICY,Windy,Viaducto-Oriental,Sedan,Honda,Model C,critical,4,5,False,,
1055,1055,2022-07-28,Thursday,7.0,2022.0,3.0,69.0,Female,dry,cloudy,Carretera-45,Pickup,Chevrolet,Model C,SERIOUS,3,5,False,Summer,Elderly
1056,1056,04-20-2022,,,,,39.0,Other,Icy,rain,Carretera-45,Van,Toyota,Model C,Minor,3,1,False,,Middle-aged
1057,1057,02/02/2023,,,,,85.0,Female,Icy,Sunny,MX-85,Pickup,Mercedes,Model G,CRITICAL,4,4,False,,Elderly
1058,1058,2023-11-02,Thursday,11.0,2023.0,4.0,,Female,Wet,storm,Ruta-Litoral,Motorcycle,Honda,Model B,serious,1,0,False,Fall,
1059,1059,2023-03-19,Sunday,3.0,2023.0,1.0,34.0,Female,Dry,Cloudy,Viaducto-Oriental,Motorcycle,Nissan,Model E,critical,2,1,True,Spring,Adult
1060,1060,2024-03-08,Friday,3.0,2024.0,1.0,24.0,Other,Wet,Cloudy,Circuito-Interior,Bus,Mercedes,Model A,CRITICAL,7,0,False,Spring,Young
1061,1061,18/09/2024,,,,,36.0,Other,Dry,Storm,Ring-Road,Van,Volkswagen,Model G,MINOR,1,5,False,,Middle-aged
1062,1062,06/19/2022,,,,,39.0,Other,Icy,cloudy,Carretera-45,Car,Ford,Model D,Critical,1,2,False,,Middle-aged
1063,1063,31/10/2022,,,,,43.0,Female,dry,Rain,Viaducto-Oriental,Motorcycle,Mercedes,Model B,MINOR,6,4,False,,Middle-aged
1064,1064,02/06/2021,,,,,28.0,Other,Icy,rain,MX-40,SUV,Volkswagen,Model C,CRITICAL,7,1,False,,Adult
1065,1065,2024-04-12,Friday,4.0,2024.0,2.0,,Female,Dry,clear,Ruta-Del-Sol,Bus,Ford,Model E,minor,7,1,False,Spring,
1066,1066,2021-08-05,Thursday,8.0,2021.0,3.0,49.0,Male,Dry,rain,Bypass-Norte,Pickup,Ford,Model C,CRITICAL,1,0,False,Summer,Middle-aged
1067,1067,13/08/2023,,,,,,Female,Wet,Snow,Route-2,Car,Nissan,Model D,serious,5,2,False,,
1068,1068,04/01/2023,,,,,18.0,Female,ICY,windy,Periferico-Sur,Pickup,Mercedes,Model A,CRITICAL,6,2,False,,Young
1069,1069,09/24/2022,,,,,78.0,Other,DRY,rain,MX-40,Truck,Hyundai,Model F,CRITICAL,6,5,False,,Elderly
1070,1070,11/06/2024,,,,,45.0,Male,WET,windy,Ruta-Centro,Car,Ford,Model A,SERIOUS,3,2,False,,Middle-aged
1071,1071,17/03/2022,,,,,77.0,Male,DRY,Windy,Viaducto-Oriental,Van,Audi,Model G,MINOR,8,4,False,,Elderly
1072,1072,07/06/2021,,,,,30.0,Other,DRY,fog,Ruta-Del-Sol,Sedan,BMW,Model F,minor,7,5,False,,Adult
1073,1073,11/04/2021,,,,,35.0,Other,Wet,snow,Autopista-1,Car,Audi,Model A,CRITICAL,1,14,False,,Adult
1074,1074,2021-12-23,Thursday,12.0,2021.0,4.0,54.0,Male,Dry,snow,Ruta-Del-Sol,Sedan,Ford,Model B,Minor,3,4,False,Winter,Senior
1075,1075,04/09/2023,,,,,72.0,Female,Dry,rain,MX-40,Pickup,Hyundai,Model H,Critical,4,3,False,,Elderly
1076,1076,07/13/2021,,,,,62.0,Female,ICY,Storm,Ruta-Litoral,Truck,Mercedes,Model B,Minor,2,4,False,,Senior
1077,1077,2021-01-25,Monday,1.0,2021.0,1.0,21.0,Other,muddy,clear,Highway-57,Truck,Chevrolet,Model E,SERIOUS,8,15,False,Winter,Young
1078,1078,2022-04-01,Friday,4.0,2022.0,2.0,,Female,Muddy,windy,Autopista-2,Pickup,Audi,Model H,MINOR,8,3,False,Spring,
1079,1079,04/01/2023,,,,,65.0,Other,muddy,Windy,MX-85,Motorcycle,Audi,Model A,Serious,8,2,False,,Senior
1080,1080,04/07/2024,,,,,18.0,Female,ICY,Sunny,Ring-Road,Bus,Toyota,Model B,Critical,6,2,False,,Young
1081,1081,2021-05-13,Thursday,5.0,2021.0,2.0,27.0,Other,muddy,cloudy,Circuito-Interior,Truck,BMW,Model F,minor,4,3,False,Spring,Adult
1082,1082,15/08/2024,,,,,42.0,Female,WET,Cloudy,Autopista-2,Bus,Chevrolet,Model F,MINOR,8,4,False,,Middle-aged
1083,1083,2022-11-11,Friday,11.0,2022.0,4.0,,Other,DRY,snow,Autopista-2,Pickup,Nissan,Model A,Serious,4,0,False,Fall,
1084,1084,2023-08-03,Thursday,8.0,2023.0,3.0,67.0,Other,Wet,Sunny,Ring-Road,SUV,Mercedes,Model A,Critical,5,0,False,Summer,Elderly
1085,1085,03/21/2024,,,,,54.0,Male,Dry,Sunny,Bypass-Norte,Pickup,Honda,Model G,Serious,8,0,False,,Senior
1086,1086,23/02/2023,,,,,79.0,Female,ICY,Cloudy,Corredor-Industrial,Pickup,Honda,Model A,Minor,2,5,False,,Elderly
1087,1087,16/03/2022,,,,,,Other,Wet,fog,Bypass-Norte,Sedan,Ford,Model G,critical,4,2,False,,
1088,1088,03/07/2023,,,,,38.0,Female,wet,rain,Ruta-Centro,Pickup,BMW,Model F,Serious,4,5,False,,Middle-aged
1089,1089,06/22/2024,,,,,31.0,Female,dry,storm,MX-85,Bus,Volkswagen,Model C,CRITICAL,2,0,False,,Adult
1090,1090,02/02/2024,,,,,30.0,Female,icy,Sunny,Route-3,Truck,Toyota,Model A,CRITICAL,8,3,False,,Adult
1091,1091,2023-02-24,Friday,2.0,2023.0,1.0,19.0,Male,DRY,sunny,Highway-57,Truck,Audi,Model H,Serious,2,2,False,Winter,Young
1092,1092,02/13/2022,,,,,,Female,Wet,Clear,Ruta-Centro,Bus,Nissan,Model B,Critical,4,1,False,,
1093,1093,01-19-2024,,,,,,Other,wet,Storm,Viaducto-Oriental,Motorcycle,Nissan,Model C,CRITICAL,2,4,False,,
1094,1094,01/06/2023,,,,,19.0,Female,Dry,Clear,Route-1,SUV,Hyundai,Model E,CRITICAL,4,4,False,,Young
1095,1095,04/03/2024,,,,,69.0,Female,dry,fog,Viaducto-Oriental,Pickup,Volkswagen,Model D,MINOR,4,3,False,,Elderly
1096,1096,2022-01-04,Tuesday,1.0,2022.0,1.0,72.0,Other,ICY,cloudy,Carretera-45,Car,Volkswagen,Model E,Serious,5,3,False,Winter,Elderly
1097,1097,2024-05-07,Tuesday,5.0,2024.0,2.0,75.0,Female,wet,sunny,Ruta-Litoral,Car,Toyota,Model C,CRITICAL,1,5,False,Spring,Elderly
1098,1098,2022-07-30,Saturday,7.0,2022.0,3.0,60.0,Other,icy,Rain,Periferico-Sur,SUV,BMW,Model F,Critical,4,4,True,Summer,Senior
1099,1099,08-25-2023,,,,,32.0,Other,muddy,cloudy,MX-40,Sedan,Ford,Model F,Minor,8,1,False,,Adult
1100,1100,2021-11-23,Tuesday,11.0,2021.0,4.0,67.0,Other,dry,Snow,Highway-57,Bus,BMW,Model G,SERIOUS,3,3,False,Fall,Elderly
1101,1101,2024-09-07,Saturday,9.0,2024.0,3.0,18.0,Female,muddy,sunny,Ruta-Centro,Van,Mercedes,Model E,Minor,6,0,True,Fall,Young
1102,1102,12/29/2023,,,,,51.0,Other,Wet,snow,Circuito-Interior,Bus,Toyota,Model E,MINOR,7,1,False,,Senior
1103,1103,03/26/2022,,,,,,Male,Muddy,Snow,Corredor-Industrial,Van,Hyundai,Model A,MINOR,1,1,False,,
1104,1104,2021-12-22,Wednesday,12.0,2021.0,4.0,76.0,Other,ICY,Rain,Ruta-Del-Sol,Sedan,Chevrolet,Model A,Minor,1,0,False,Winter,Elderly
1105,1105,04/28/2024,,,,,23.0,Female,Dry,fog,Autopista-1,Truck,Volkswagen,Model D,Serious,1,0,False,,Young
1106,1106,2024-04-26,Friday,4.0,2024.0,2.0,,Female,WET,Windy,Route-1,Truck,Chevrolet,Model B,Minor,5,1,False,Spring,
1107,1107,12/05/2024,,,,,65.0,Female,wet,Windy,Route-2,Sedan,Audi,Model F,SERIOUS,4,0,False,,Senior
1108,1108,01-21-2022,,,,,55.0,Other,DRY,Clear,Autopista-1,Pickup,Ford,Model B,Critical,5,3,False,,Senior
1109,1109,01/16/2024,,,,,154.0,Other,ICY,Sunny,Circuito-Interior,Motorcycle,Audi,Model F,minor,4,2,False,,
1110,1110,22/04/2022,,,,,,Male,muddy,cloudy,Corredor-Industrial,Motorcycle,Honda,Model F,SERIOUS,8,3,False,,
1111,1111,2023-09-06,Wednesday,9.0,2023.0,3.0,161.0,Other,Icy,cloudy,Ring-Road,Truck,Hyundai,Model G,Critical,5,0,False,Fall,
1112,1112,2024-06-11,Tuesday,6.0,2024.0,2.0,134.0,Male,dry,Snow,Periferico-Sur,SUV,Toyota,Model H,CRITICAL,5,4,False,Summer,
1113,1113,25/09/2021,,,,,170.0,Male,icy,Sunny,Carretera-45,Sedan,Toyota,Model H,Critical,6,10,False,,
1114,1114,2022-10-25,Tuesday,10.0,2022.0,4.0,,Female,wet,Rain,Route-1,Sedan,BMW,Model H,MINOR,3,0,False,Fall,
1115,1115,10-30-2021,,,,,,Other,DRY,windy,Route-1,Car,Volkswagen,Model G,CRITICAL,5,5,False,,
1116,1116,12/14/2023,,,,,,Female,Muddy,cloudy,Ring-Road,SUV,Volkswagen,Model E,minor,6,4,False,,
1117,1117,18/09/2024,,,,,73.0,Female,icy,Cloudy,Highway-85,Pickup,Hyundai,Model G,minor,2,2,False,,Elderly
1118,1118,09-11-2022,,,,,76.0,Male,muddy,rain,MX-40,Motorcycle,Audi,Model C,serious,3,4,False,,Elderly
1119,1119,06/14/2023,,,,,85.0,Female,Wet,sunny,MX-85,Truck,Ford,Model E,CRITICAL,8,5,False,,Elderly
1120,1120,12-23-2021,,,,,161.0,Other,Dry,cloudy,Corredor-Industrial,Pickup,BMW,Model E,MINOR,5,2,False,,
1121,1121,10/06/2024,,,,,30.0,Female,Dry,fog,Highway-85,Motorcycle,Audi,Model B,serious,7,5,False,,Adult
1122,1122,21/04/2024,,,,,28.0,Male,dry,snow,Route-2,Motorcycle,Toyota,Model C,SERIOUS,1,2,False,,Adult
1123,1123,11/11/2024,,,,,56.0,Female,Dry,Snow,MX-40,Car,Toyota,Model C,Minor,2,4,False,,Senior
1124,1124,01/04/2021,,,,,152.0,Female,WET,Rain,Route-2,Sedan,BMW,Model A,minor,2,2,False,,
1125,1125,2024-03-08,Friday,3.0,2024.0,1.0,28.0,Other,DRY,windy,Highway-85,Car,BMW,Model C,critical,8,3,False,Spring,Adult
1126,1126,05/18/2024,,,,,32.0,Male,Icy,clear,Ruta-Centro,Van,Ford,Model D,Minor,6,1,False,,Adult
1127,1127,08/02/2024,,,,,56.0,Other,Dry,Cloudy,Autopista-1,SUV,Nissan,Model B,MINOR,2,0,False,,Senior
1128,1128,2021-06-09,Wednesday,6.0,2021.0,2.0,49.0,Male,icy,Clear,Route-2,Truck,Audi,Model C,SERIOUS,3,3,False,Summer,Middle-aged
1129,1129,2022-10-17,Monday,10.0,2022.0,4.0,193.0,Female,wet,Clear,Ruta-Litoral,SUV,Chevrolet,Model H,critical,5,5,False,Fall,
1130,1130,07-01-2021,,,,,73.0,Male,icy,cloudy,Ruta-Del-Sol,Truck,BMW,Model B,SERIOUS,5,4,False,,Elderly
1131,1131,19/11/2022,,,,,41.0,Other,Muddy,Windy,Corredor-Industrial,Pickup,Chevrolet,Model E,CRITICAL,7,1,False,,Middle-aged
1132,1132,27/05/2022,,,,,69.0,Female,DRY,Sunny,Ruta-Del-Sol,Car,Volkswagen,Model B,MINOR,8,5,False,,Elderly
1133,1133,10/08/2021,,,,,52.0,Male,WET,windy,Bypass-Norte,Car,Nissan,Model A,CRITICAL,1,0,False,,Senior
1134,1134,06-17-2023,,,,,,Male,Wet,Clear,Autopista-2,Motorcycle,Mercedes,Model A,minor,6,2,False,,
1135,1135,07/10/2023,,,,,,Female,icy,Storm,Corredor-Industrial,Car,Audi,Model E,minor,1,4,False,,
1136,1136,2023-02-08,Wednesday,2.0,2023.0,1.0,53.0,Male,Dry,cloudy,Corredor-Industrial,Bus,Audi,Model D,critical,2,5,False,Winter,Senior
1137,1137,09-09-2023,,,,,58.0,Male,Dry,storm,Highway-57,Truck,Honda,Model F,critical,8,3,False,,Senior
1138,1138,2022-04-07,Thursday,4.0,2022.0,2.0,,Female,DRY,rain,Corredor-Industrial,Pickup,BMW,Model A,SERIOUS,7,2,False,Spring,
1139,1139,31/05/2021,,,,,,Other,DRY,sunny,Ruta-Litoral,SUV,BMW,Model H,Minor,1,5,False,,
1140,1140,02/11/2021,,,,,54.0,Male,muddy,sunny,Corredor-Industrial,SUV,Audi,Model C,SERIOUS,3,1,False,,Senior
1141,1141,15/12/2021,,,,,76.0,Other,DRY,fog,Corredor-Industrial,Van,Nissan,Model B,SERIOUS,5,5,False,,Elderly
1142,1142,06/03/2021,,,,,60.0,Other,DRY,Snow,Viaducto-Oriental,Car,Toyota,Model F,minor,2,4,False,,Senior
1143,1143,05-01-2024,,,,,19.0,Male,wet,windy,Route-1,Van,Nissan,Model E,Serious,7,1,False,,Young
1144,1144,03/06/2023,,,,,74.0,Female,Wet,clear,Corredor-Industrial,Motorcycle,Volkswagen,Model F,Critical,1,1,False,,Elderly
1145,1145,2023-06-09,Friday,6.0,2023.0,2.0,,Female,Wet,Clear,MX-85,Pickup,Volkswagen,Model B,minor,6,0,False,Summer,
1146,1146,07/27/2021,,,,,39.0,Other,Dry,sunny,Autopista-2,Pickup,Hyundai,Model B,Serious,3,0,False,,Middle-aged
1147,1147,02/09/2024,,,,,22.0,Female,muddy,clear,Ruta-Del-Sol,Sedan,BMW,Model D,critical,3,1,False,,Young
1148,1148,31/07/2022,,,,,28.0,Other,DRY,Sunny,Ring-Road,Sedan,Audi,Model G,critical,1,1,False,,Adult
1149,1149,03/16/2023,,,,,62.0,Male,icy,cloudy,Autopista-1,Pickup,BMW,Model B,critical,5,4,False,,Senior
1150,1150,2023-01-09,Monday,1.0,2023.0,1.0,,Other,wet,rain,Autopista-1,SUV,Audi,Model A,Minor,1,3,False,Winter,
1151,1151,06/29/2021,,,,,56.0,Other,Wet,sunny,Ruta-Litoral,Car,BMW,Model H,critical,2,2,False,,Senior
1152,1152,2022-02-13,Sunday,2.0,2022.0,1.0,77.0,Female,Wet,storm,Highway-57,Pickup,Chevrolet,Model A,SERIOUS,1,3,True,Winter,Elderly
1153,1153,2022-02-28,Monday,2.0,2022.0,1.0,,Female,dry,Cloudy,Bypass-Norte,Sedan,Toyota,Model G,Minor,3,3,False,Winter,
1154,1154,08/21/2022,,,,,63.0,Other,wet,Cloudy,Route-2,Truck,Audi,Model F,critical,7,4,False,,Senior
1155,1155,03/26/2023,,,,,20.0,Male,Dry,Rain,Viaducto-Oriental,Bus,BMW,Model H,Critical,1,22,False,,Young
1156,1156,07/08/2024,,,,,80.0,Female,WET,Rain,Corredor-Industrial,Truck,Toyota,Model A,Serious,5,4,False,,Elderly
1157,1157,21/02/2023,,,,,34.0,Female,ICY,rain,Ruta-Centro,Truck,Nissan,Model C,CRITICAL,8,2,False,,Adult
1158,1158,24/06/2022,,,,,33.0,Male,icy,clear,Periferico-Sur,SUV,Nissan,Model H,SERIOUS,7,4,False,,Adult
1159,1159,05/07/2022,,,,,,Female,Wet,Storm,Ruta-Centro,Bus,Mercedes,Model F,minor,6,4,False,,
1160,1160,27/11/2024,,,,,,Male,DRY,storm,Autopista-1,SUV,Toyota,Model C,CRITICAL,4,1,False,,
1161,1161,06/12/2022,,,,,40.0,Other,Muddy,Cloudy,Corredor-Industrial,Pickup,Toyota,Model H,serious,1,2,False,,Middle-aged
1162,1162,2024-04-22,Monday,4.0,2024.0,2.0,69.0,Male,Muddy,Storm,Ruta-Del-Sol,Car,Mercedes,Model C,serious,5,0,False,Spring,Elderly
1163,1163,05/05/2021,,,,,45.0,Other,wet,rain,Ruta-Litoral,Van,Audi,Model C,serious,7,2,False,,Middle-aged
1164,1164,01/02/2024,,,,,58.0,Other,Muddy,Rain,Carretera-45,Bus,Toyota,Model F,Minor,5,5,False,,Senior
1165,1165,28/04/2022,,,,,58.0,Male,WET,windy,Autopista-2,Car,Ford,Model D,serious,6,2,False,,Senior
1166,1166,03-13-2021,,,,,46.0,Other,Dry,Sunny,Viaducto-Oriental,Motorcycle,Volkswagen,Model A,critical,3,1,False,,Middle-aged
1167,1167,19/10/2024,,,,,77.0,Female,ICY,Clear,MX-85,Sedan,Hyundai,Model B,CRITICAL,5,5,False,,Elderly
