location_key,road_conditions,weather_conditions,track
908,WET,Clear,Viaducto-Oriental
909,icy,windy,Periferico-Sur
910,Dry,clear,Circuito-Interior
911,muddy,Clear,Corredor-Industrial
912,ICY,Fog,Circuito-Interior
913,Dry,fog,Viaducto-Oriental
914,Wet,Cloudy,Route-3
915,Muddy,snow,Carretera-45
916,DRY,storm,Ring-Road
917,dry,Rain,Highway-57
918,Dry,Rain,Autopista-2
919,wet,Fog,Ring-Road
920,icy,Cloudy,Bypass-Norte
921,muddy,Cloudy,Highway-85
922,dry,Rain,Carretera-45
923,Dry,clear,Bypass-Norte
924,DRY,Fog,Autopista-1
925,Muddy,Rain,Route-3
926,dry,Clear,Ruta-Del-Sol
927,icy,clear,Route-1
928,ICY,rain,Highway-85
929,ICY,Windy,Bypass-Norte
930,Icy,rain,Circuito-Interior
931,wet,Storm,Carretera-45
932,Muddy,Snow,Ruta-Del-Sol
933,dry,Fog,Ring-Road
934,icy,windy,MX-85
935,dry,rain,Corredor-Industrial
936,wet,Storm,Bypass-Norte
937,Dry,Storm,Viaducto-Oriental
938,Dry,Clear,Autopista-1
939,muddy,Windy,Route-1
940,Wet,Snow,Highway-85
941,ICY,rain,Route-2
942,Wet,fog,Highway-57
943,DRY,Storm,Ring-Road
944,WET,snow,Autopista-1
945,WET,rain,Route-3
946,ICY,fog,Autopista-1
947,wet,snow,Autopista-2
948,ICY,Rain,Route-1
949,Wet,Sunny,Route-3
950,DRY,Fog,MX-40
951,icy,Fog,Route-3
952,Icy,storm,Autopista-2
953,wet,Snow,Route-3
954,wet,fog,Route-2
955,wet,clear,Autopista-2
956,muddy,Windy,Corredor-Industrial
957,icy,snow,Autopista-2
958,wet,Snow,Highway-57
959,wet,Fog,Route-1
960,DRY,Storm,Ruta-Del-Sol
961,Dry,Storm,MX-40
962,ICY,snow,Corredor-Industrial
963,dry,windy,Ruta-Del-Sol
964,ICY,sunny,Ruta-Centro
965,icy,fog,Carretera-45
966,Wet,fog,Route-1
967,WET,Cloudy,Circuito-Interior
968,Muddy,Cloudy,Route-2
969,Muddy,Storm,Periferico-Sur
970,dry,clear,Highway-57
971,WET,snow,Route-1
972,ICY,Storm,Highway-85
973,Wet,Rain,Route-1
974,Dry,Clear,Ruta-Centro
975,muddy,snow,MX-85
976,muddy,windy,Highway-57
977,muddy,windy,Ruta-Del-Sol
978,muddy,sunny,Viaducto-Oriental
979,icy,Windy,Highway-57
980,dry,Sunny,Ruta-Centro
981,muddy,sunny,Route-2
982,Muddy,storm,Route-1
983,Wet,Storm,Route-2
984,Icy,storm,Ring-Road
985,ICY,Sunny,Viaducto-Oriental
986,WET,Fog,Highway-57
987,ICY,snow,Autopista-2
988,ICY,clear,Route-1
989,muddy,sunny,Carretera-45
990,wet,Snow,Viaducto-Oriental
991,ICY,Storm,Carretera-45
992,DRY,cloudy,Ruta-Del-Sol
993,Muddy,cloudy,Viaducto-Oriental
994,Muddy,Snow,Route-1
995,Muddy,storm,Bypass-Norte
996,DRY,Snow,MX-40
997,Muddy,Rain,Autopista-2
998,ICY,Cloudy,Circuito-Interior
999,ICY,Windy,MX-85
1000,Icy,Fog,Periferico-Sur
1001,Muddy,rain,Ruta-Litoral
1002,Dry,Fog,Ruta-Litoral
1003,wet,clear,Route-1
1004,icy,storm,Route-3
1005,WET,cloudy,Autopista-2
1006,Muddy,Rain,Highway-57
1007,Icy,fog,MX-85
1008,WET,Cloudy,Autopista-2
1009,Wet,Rain,Ring-Road
1010,wet,rain,Corredor-Industrial
1011,WET,Sunny,Viaducto-Oriental
1012,muddy,Clear,Viaducto-Oriental
1013,Icy,windy,Carretera-45
1014,wet,rain,Viaducto-Oriental
1015,DRY,Sunny,Highway-57
1016,dry,cloudy,Autopista-1
1017,Dry,Clear,Ring-Road
1018,Wet,windy,Carretera-45
1019,Muddy,storm,Circuito-Interior
1020,ICY,rain,Carretera-45
1021,DRY,storm,Periferico-Sur
1022,wet,Clear,Carretera-45
1023,Icy,Cloudy,Route-1
1024,wet,cloudy,Autopista-2
1025,Icy,cloudy,Periferico-Sur
1026,dry,cloudy,Periferico-Sur
1027,ICY,Windy,Corredor-Industrial
1028,muddy,Cloudy,Periferico-Sur
1029,dry,snow,Ruta-Litoral
1030,Muddy,Fog,Bypass-Norte
1031,WET,rain,Bypass-Norte
1032,Icy,Sunny,Circuito-Interior
1033,ICY,storm,Corredor-Industrial
1034,dry,Rain,Route-3
1035,dry,storm,Autopista-1
1036,Muddy,windy,Circuito-Interior
1037,Wet,Storm,Corredor-Industrial
1038,Icy,cloudy,Carretera-45
1039,Wet,Sunny,MX-40
1040,muddy,sunny,Ring-Road
1041,muddy,sunny,Highway-85
1042,ICY,cloudy,Route-1
1043,WET,Windy,Route-1
1044,Dry,cloudy,Route-3
1045,DRY,Fog,Route-1
1046,Icy,fog,Bypass-Norte
1047,Muddy,Cloudy,Ruta-Litoral
1048,dry,snow,Route-1
1049,Icy,Fog,Periferico-Sur
1050,ICY,Windy,Carretera-45
1051,ICY,Clear,Autopista-2
1052,Dry,windy,Route-1
1053,Muddy,Cloudy,Corredor-Industrial
1054,ICY,Windy,Viaducto-Oriental
1055,dry,cloudy,Carretera-45
1056,Icy,rain,Carretera-45
1057,Icy,Sunny,MX-85
1058,Wet,storm,Ruta-Litoral
1059,Dry,Cloudy,Viaducto-Oriental
1060,Wet,Cloudy,Circuito-Interior
1061,Dry,Storm,Ring-Road
1062,Icy,cloudy,Carretera-45
1063,dry,Rain,Viaducto-Oriental
1064,Icy,rain,MX-40
1065,Dry,clear,Ruta-Del-Sol
1066,Dry,rain,Bypass-Norte
1067,Wet,Snow,Route-2
1068,ICY,windy,Periferico-Sur
1069,DRY,rain,MX-40
1070,WET,windy,Ruta-Centro
1071,DRY,Windy,Viaducto-Oriental
1072,DRY,fog,Ruta-Del-Sol
1073,Wet,snow,Autopista-1
1074,Dry,snow,Ruta-Del-Sol
1075,Dry,rain,MX-40
1076,ICY,Storm,Ruta-Litoral
1077,muddy,clear,Highway-57
1078,Muddy,windy,Autopista-2
1079,muddy,Windy,MX-85
1080,ICY,Sunny,Ring-Road
1081,muddy,cloudy,Circuito-Interior
1082,WET,Cloudy,Autopista-2
1083,DRY,snow,Autopista-2
1084,Wet,Sunny,Ring-Road
1085,Dry,Sunny,Bypass-Norte
1086,ICY,Cloudy,Corredor-Industrial
1087,Wet,fog,Bypass-Norte
1088,wet,rain,Ruta-Centro
1089,dry,storm,MX-85
1090,icy,Sunny,Route-3
1091,DRY,sunny,Highway-57
1092,Wet,Clear,Ruta-Centro
1093,wet,Storm,Viaducto-Oriental
1094,Dry,Clear,Route-1
1095,dry,fog,Viaducto-Oriental
1096,ICY,cloudy,Carretera-45
1097,wet,sunny,Ruta-Litoral
1098,icy,Rain,Periferico-Sur
1099,muddy,cloudy,MX-40
1100,dry,Snow,Highway-57
1101,muddy,sunny,Ruta-Centro
1102,Wet,snow,Circuito-Interior
1103,Muddy,Snow,Corredor-Industrial
1104,ICY,Rain,Ruta-Del-Sol
1105,Dry,fog,Autopista-1
1106,WET,Windy,Route-1
1107,wet,Windy,Route-2
1108,DRY,Clear,Autopista-1
1109,ICY,Sunny,Circuito-Interior
1110,muddy,cloudy,Corredor-Industrial
1111,Icy,cloudy,Ring-Road
1112,dry,Snow,Periferico-Sur
1113,icy,Sunny,Carretera-45
1114,wet,Rain,Route-1
1115,DRY,windy,Route-1
1116,Muddy,cloudy,Ring-Road
1117,icy,Cloudy,Highway-85
1118,muddy,rain,MX-40
1119,Wet,sunny,MX-85
1120,Dry,cloudy,Corredor-Industrial
1121,Dry,fog,Highway-85
1122,dry,snow,Route-2
1123,Dry,Snow,MX-40
1124,WET,Rain,Route-2
1125,DRY,windy,Highway-85
1126,Icy,clear,Ruta-Centro
1127,Dry,Cloudy,Autopista-1
1128,icy,Clear,Route-2
1129,wet,Clear,Ruta-Litoral
1130,icy,cloudy,Ruta-Del-Sol
1131,Muddy,Windy,Corredor-Industrial
1132,DRY,Sunny,Ruta-Del-Sol
1133,WET,windy,Bypass-Norte
1134,Wet,Clear,Autopista-2
1135,icy,Storm,Corredor-Industrial
1136,Dry,cloudy,Corredor-Industrial
1137,Dry,storm,Highway-57
1138,DRY,rain,Corredor-Industrial
1139,DRY,sunny,Ruta-Litoral
1140,muddy,sunny,Corredor-Industrial
1141,DRY,fog,Corredor-Industrial
1142,DRY,Snow,Viaducto-Oriental
1143,wet,windy,Route-1
1144,Wet,clear,Corredor-Industrial
1145,Wet,Clear,MX-85
1146,Dry,sunny,Autopista-2
1147,muddy,clear,Ruta-Del-Sol
1148,DRY,Sunny,Ring-Road
1149,icy,cloudy,Autopista-1
1150,wet,rain,Autopista-1
1151,Wet,sunny,Ruta-Litoral
1152,Wet,storm,Highway-57
1153,dry,Cloudy,Bypass-Norte
1154,wet,Cloudy,Route-2
1155,Dry,Rain,Viaducto-Oriental
1156,WET,Rain,Corredor-Industrial
1157,ICY,rain,Ruta-Centro
1158,icy,clear,Periferico-Sur
1159,Wet,Storm,Ruta-Centro
1160,DRY,storm,Autopista-1
1161,Muddy,Cloudy,Corredor-Industrial
1162,Muddy,Storm,Ruta-Del-Sol
1163,wet,rain,Ruta-Litoral
1164,Muddy,Rain,Carretera-45
1165,WET,windy,Autopista-2
1166,Dry,Sunny,Viaducto-Oriental
1167,ICY,Clear,MX-85
1168,Muddy,Storm,Ruta-Litoral
1169,Dry,Windy,Viaducto-Oriental
1170,icy,sunny,MX-85
1171,ICY,Rain,Route-3
1172,dry,Clear,Corredor-Industrial
1173,DRY,Rain,Ring-Road
1174,DRY,Rain,Bypass-Norte
1175,ICY,Fog,Periferico-Sur
1176,dry,snow,Ruta-Del-Sol
1177,wet,Storm,Ruta-Del-Sol
1178,ICY,storm,Bypass-Norte
1179,Icy,Clear,Highway-57
1180,DRY,Snow,Ring-Road
1181,ICY,fog,MX-85
1182,Muddy,rain,MX-40
1183,Muddy,storm,Carretera-45
1184,Muddy,Sunny,Autopista-1
1185,DRY,Sunny,Ring-Road
1186,Icy,Fog,Circuito-Interior
1187,DRY,Windy,Carretera-45
1188,Muddy,windy,Autopista-2
1189,WET,Fog,Ruta-Centro
1190,Dry,Sunny,Ruta-Litoral
1191,ICY,Rain,Highway-85
1192,dry,Cloudy,Bypass-Norte
1193,ICY,windy,Ruta-Del-Sol
1194,DRY,snow,Viaducto-Oriental
1195,ICY,Clear,Ruta-Centro
1196,ICY,Fog,Autopista-2
1197,ICY,Sunny,Highway-85
1198,muddy,Sunny,Viaducto-Oriental
1199,Muddy,Windy,MX-40
1200,Wet,rain,Route-2
1201,WET,Windy,Ruta-Centro
1202,ICY,Snow,MX-40
1203,muddy,rain,MX-40
1204,muddy,Rain,Viaducto-Oriental
1205,muddy,Windy,Route-3
1206,WET,sunny,Corredor-Industrial
1207,Muddy,sunny,Ruta-Litoral
1208,Wet,Snow,Bypass-Norte
1209,icy,Cloudy,Route-3
1210,Dry,rain,Ruta-Del-Sol
1211,icy,Storm,Autopista-1
1212,Muddy,Rain,Ruta-Litoral
1213,DRY,windy,Corredor-Industrial
1214,Icy,Snow,Viaducto-Oriental
1215,icy,Storm,Periferico-Sur
1216,WET,windy,Ruta-Litoral
1217,Wet,Clear,Route-2
1218,Muddy,sunny,Ruta-Del-Sol
1219,WET,Cloudy,Route-1
1220,DRY,Sunny,MX-40
1221,Dry,cloudy,Route-3
1222,Muddy,Fog,Periferico-Sur
1223,dry,cloudy,Ruta-Del-Sol
1224,Icy,storm,Periferico-Sur
1225,Dry,Cloudy,Highway-57
1226,Wet,windy,Viaducto-Oriental
1227,Icy,Cloudy,Ring-Road
1228,DRY,sunny,MX-40
1229,icy,Snow,Bypass-Norte
1230,WET,windy,Route-1
1231,muddy,Sunny,Ruta-Del-Sol
1232,ICY,Windy,MX-85
1233,Muddy,cloudy,Ruta-Litoral
1234,ICY,clear,Ruta-Del-Sol
1235,Icy,snow,Route-1
1236,DRY,storm,Route-1
1237,Dry,Rain,Autopista-2
1238,wet,Clear,Circuito-Interior
1239,Wet,snow,Route-3
1240,ICY,clear,MX-40
1241,Dry,clear,Corredor-Industrial
1242,Muddy,Clear,Route-1
1243,icy,sunny,MX-85
1244,Icy,fog,MX-85
1245,Wet,Clear,Autopista-1
1246,WET,Snow,MX-85
1247,icy,Storm,Autopista-2
1248,icy,Sunny,Ruta-Del-Sol
1249,ICY,Clear,Autopista-1
1250,icy,Fog,Corredor-Industrial
1251,Wet,sunny,MX-85
1252,WET,rain,MX-40
1253,WET,cloudy,Route-3
1254,WET,Snow,Periferico-Sur
1255,wet,Clear,Circuito-Interior
1256,Wet,Sunny,Ring-Road
1257,muddy,cloudy,Highway-57
1258,Icy,clear,Highway-85
1259,WET,Windy,Circuito-Interior
1260,wet,windy,MX-40
1261,DRY,sunny,Ruta-Del-Sol
1262,Muddy,Storm,Highway-85
1263,Icy,Sunny,Route-2
1264,Wet,rain,Corredor-Industrial
1265,Wet,sunny,Ruta-Del-Sol
1266,ICY,storm,Route-1
1267,muddy,fog,Bypass-Norte
1268,muddy,Fog,Viaducto-Oriental
1269,ICY,Cloudy,Viaducto-Oriental
1270,Icy,snow,Route-2
1271,wet,Clear,Ring-Road
1272,Wet,windy,Ruta-Del-Sol
1273,Muddy,storm,Corredor-Industrial
1274,Muddy,Snow,Bypass-Norte
1275,DRY,Windy,MX-40
1276,Icy,clear,Bypass-Norte
1277,DRY,Sunny,Carretera-45
1278,wet,Clear,MX-85
1279,Icy,cloudy,Corredor-Industrial
1280,Icy,fog,Route-3
1281,Icy,fog,Ruta-Centro
1282,Muddy,fog,Route-1
1283,WET,Cloudy,Route-2
1284,icy,Storm,MX-85
1285,ICY,Rain,Autopista-1
1286,Muddy,Clear,Route-1
1287,Wet,Cloudy,Route-2
1288,WET,Cloudy,Autopista-1
1289,Dry,Cloudy,Circuito-Interior
1290,wet,Fog,Ruta-Litoral
1291,icy,Snow,Bypass-Norte
1292,wet,sunny,Ruta-Litoral
1293,Icy,storm,Ruta-Litoral
1294,Wet,Storm,Ruta-Centro
1295,ICY,clear,Highway-57
1296,icy,storm,Bypass-Norte
1297,muddy,cloudy,Bypass-Norte
1298,wet,windy,Ruta-Litoral
1299,icy,storm,Periferico-Sur
1300,WET,storm,Ruta-Centro
1301,Dry,Clear,Ruta-Del-Sol
1302,icy,rain,Periferico-Sur
1303,DRY,Windy,Carretera-45
1304,ICY,Storm,Ring-Road
1305,Icy,Rain,Route-1
1306,Dry,Sunny,Ruta-Del-Sol
1307,Muddy,cloudy,Autopista-2
1308,Icy,clear,MX-40
1309,Icy,Windy,Autopista-1
1310,icy,cloudy,Carretera-45
1311,WET,Sunny,Circuito-Interior
1312,Dry,snow,Bypass-Norte
1313,Muddy,Windy,Carretera-45
1314,Dry,Snow,Highway-85
1315,Dry,Cloudy,Autopista-1
1316,Wet,Rain,Ring-Road
1317,muddy,windy,Ring-Road
1318,DRY,clear,Corredor-Industrial
1319,dry,Clear,Route-2
1320,icy,Snow,MX-40
1321,DRY,storm,Route-1
1322,wet,clear,Autopista-2
1323,Dry,Rain,Ruta-Centro
1324,WET,Rain,Route-2
1325,Icy,Storm,Carretera-45
1326,dry,rain,Ring-Road
1327,Icy,Storm,Highway-85
1328,wet,Clear,Ruta-Del-Sol
1329,WET,rain,MX-85
1330,Icy,Fog,MX-85
1331,ICY,snow,Autopista-1
1332,Icy,cloudy,Viaducto-Oriental
1333,ICY,cloudy,Ruta-Del-Sol
1334,Muddy,storm,Circuito-Interior
1335,icy,cloudy,Ring-Road
1336,wet,Windy,MX-85
1337,Dry,Rain,Periferico-Sur
1338,Dry,sunny,Autopista-2
1339,Wet,Cloudy,Highway-57
1340,WET,snow,Carretera-45
1341,ICY,storm,Circuito-Interior
1342,muddy,Fog,Viaducto-Oriental
1343,ICY,cloudy,Autopista-2
1344,Icy,storm,Autopista-2
1345,Icy,sunny,MX-40
1346,wet,Clear,Bypass-Norte
1347,WET,Sunny,Autopista-2
1348,dry,sunny,Corredor-Industrial
1349,Wet,Snow,Highway-85
1350,Icy,sunny,Periferico-Sur
1351,DRY,rain,MX-40
1352,Wet,windy,Circuito-Interior
1353,DRY,Clear,Carretera-45
1354,ICY,Sunny,Viaducto-Oriental
1355,icy,fog,Carretera-45
1356,Dry,Fog,Carretera-45
1357,WET,Sunny,Ring-Road
1358,Wet,rain,Viaducto-Oriental
1359,Dry,rain,Autopista-1
1360,icy,Sunny,Periferico-Sur
1361,ICY,Rain,Ruta-Litoral
1362,muddy,Sunny,Route-1
1363,Dry,Sunny,Viaducto-Oriental
1364,Wet,Storm,Route-3
1365,Wet,snow,Ring-Road
1366,Muddy,clear,Ring-Road
1367,icy,Storm,Carretera-45
1368,Dry,Windy,Carretera-45
1369,Muddy,snow,Highway-85
1370,Icy,Cloudy,Carretera-45
1371,WET,Sunny,Viaducto-Oriental
1372,Wet,Sunny,Route-3
1373,muddy,Snow,Corredor-Industrial
1374,Wet,Cloudy,MX-85
1375,icy,cloudy,Bypass-Norte
1376,Icy,Cloudy,Corredor-Industrial
1377,DRY,Storm,Carretera-45
1378,Wet,Sunny,Carretera-45
1379,Dry,Sunny,MX-40
1380,icy,Snow,MX-85
1381,dry,Storm,Highway-85
1382,WET,Clear,Ruta-Litoral
1383,Dry,snow,Viaducto-Oriental
1384,Muddy,Clear,Ruta-Litoral
1385,Icy,windy,Ruta-Litoral
1386,dry,rain,Highway-85
1387,Dry,Windy,Ring-Road
1388,Dry,Windy,Route-3
1389,WET,Rain,Highway-57
1390,Wet,Storm,Ruta-Del-Sol
1391,DRY,Sunny,Route-2
1392,Muddy,Fog,Ruta-Del-Sol
1393,icy,clear,Autopista-1
1394,muddy,Snow,MX-40
1395,Dry,storm,Route-3
1396,Dry,windy,Highway-85
1397,WET,cloudy,Viaducto-Oriental
1398,wet,Storm,Ruta-Centro
1399,muddy,snow,MX-85
1400,Wet,Rain,Route-3
1401,ICY,Rain,Circuito-Interior
1402,Muddy,Sunny,Autopista-2
1403,wet,cloudy,Ring-Road
1404,ICY,snow,Corredor-Industrial
1405,icy,snow,Ring-Road
1406,wet,storm,Highway-57
1407,dry,Cloudy,Ruta-Del-Sol
1408,muddy,Cloudy,Route-2
1409,Icy,snow,Route-3
1410,Muddy,Windy,Highway-57
1411,ICY,Snow,Carretera-45
1412,WET,Cloudy,Highway-57
1413,DRY,Snow,Periferico-Sur
1414,Muddy,Fog,Bypass-Norte
1415,ICY,Snow,Ruta-Centro
1416,Muddy,fog,Carretera-45
1417,dry,cloudy,Ruta-Litoral
1418,DRY,Fog,Ruta-Del-Sol
1419,icy,Clear,MX-40
1420,Icy,clear,Highway-57
1421,Muddy,Clear,Highway-57
1422,wet,Sunny,Ruta-Litoral
1423,wet,rain,Autopista-1
1424,WET,cloudy,Route-1
1425,Wet,Sunny,Route-3
1426,DRY,Snow,Carretera-45
1427,Wet,fog,MX-40
1428,Muddy,rain,MX-85
1429,ICY,Fog,Highway-85
1430,Icy,snow,Route-1
1431,WET,cloudy,Route-2
1432,dry,storm,Route-1
1433,wet,storm,Ruta-Centro
1434,ICY,Sunny,Autopista-2
1435,Wet,Windy,Ruta-Litoral
1436,dry,Fog,Highway-85
1437,Wet,Storm,Ring-Road
1438,Dry,cloudy,Route-1
1439,wet,clear,Ruta-Del-Sol
1440,icy,cloudy,Route-3
1441,Dry,Storm,Route-2
1442,Icy,storm,Bypass-Norte
1443,icy,Windy,Route-2
1444,ICY,Clear,Route-1
1445,muddy,Rain,Route-1
1446,Muddy,Cloudy,Route-3
1447,DRY,Rain,Highway-85
1448,dry,Clear,Route-3
1449,muddy,cloudy,Autopista-2
1450,Icy,Sunny,Ring-Road
1451,Wet,Clear,Ruta-Del-Sol
1452,WET,Snow,Carretera-45
1453,wet,Clear,Bypass-Norte
1454,dry,Clear,Carretera-45
1455,icy,snow,Highway-57
1456,WET,Windy,Route-3
1457,wet,clear,Ruta-Litoral
1458,ICY,Sunny,Highway-57
1459,dry,Clear,Circuito-Interior
1460,icy,Storm,Corredor-Industrial
1461,Icy,Clear,Route-1
1462,DRY,Rain,Periferico-Sur
1463,ICY,fog,Corredor-Industrial
1464,Dry,Snow,Route-2
1465,DRY,windy,Periferico-Sur
1466,wet,cloudy,Ruta-Centro
1467,ICY,Fog,Route-2
1468,DRY,Clear,Ruta-Centro
1469,Dry,Windy,Ruta-Centro
1470,DRY,snow,Highway-85
1471,WET,fog,Ring-Road
1472,dry,rain,Route-1
1473,Muddy,storm,Circuito-Interior
1474,ICY,clear,Viaducto-Oriental
1475,dry,sunny,Viaducto-Oriental
1476,wet,snow,MX-40
1477,wet,fog,Bypass-Norte
1478,ICY,Windy,Bypass-Norte
1479,ICY,Sunny,Viaducto-Oriental
1480,dry,Sunny,Bypass-Norte
1481,ICY,clear,Ruta-Del-Sol
1482,wet,Snow,MX-40
1483,Icy,sunny,Route-1
1484,icy,Cloudy,Circuito-Interior
1485,dry,Clear,Autopista-1
1486,DRY,Fog,Carretera-45
1487,muddy,Cloudy,MX-40
1488,wet,Cloudy,Corredor-Industrial
1489,DRY,storm,Bypass-Norte
1490,Icy,Snow,Route-3
1491,ICY,sunny,Ruta-Centro
1492,Dry,Fog,Autopista-2
1493,icy,fog,Autopista-2
1494,icy,Sunny,Autopista-1
1495,Dry,clear,Corredor-Industrial
1496,WET,Storm,Circuito-Interior
1497,WET,Cloudy,MX-40
1498,wet,Rain,Autopista-1
1499,Dry,Rain,Route-3
1500,DRY,Windy,Highway-57
1501,icy,sunny,Route-1
1502,WET,snow,Route-3
1503,Muddy,Rain,Route-3
1504,icy,cloudy,Circuito-Interior
1505,icy,storm,Ruta-Del-Sol
1506,Wet,storm,Periferico-Sur
1507,icy,Sunny,Route-3
1508,DRY,Rain,Route-2
1509,Icy,Snow,Highway-85
1510,dry,Clear,Route-1
1511,Muddy,snow,Corredor-Industrial
1512,Icy,Clear,Route-1
1513,Dry,Windy,MX-85
1514,Muddy,Snow,Ruta-Centro
1515,Dry,Sunny,Ruta-Litoral
1516,ICY,Snow,Periferico-Sur
1517,icy,sunny,Autopista-2
1518,icy,rain,Highway-85
1519,Wet,Clear,Viaducto-Oriental
1520,Dry,storm,Route-2
1521,WET,Snow,Route-1
1522,muddy,fog,Carretera-45
1523,wet,Snow,Bypass-Norte
1524,Dry,Clear,MX-85
1525,muddy,Sunny,Route-3
1526,Muddy,cloudy,Route-2
1527,Wet,fog,MX-85
1528,dry,Sunny,Autopista-2
1529,Wet,windy,Route-2
1530,Wet,storm,Ruta-Litoral
1531,Wet,storm,Highway-85
1532,WET,Fog,MX-85
1533,ICY,snow,Highway-57
1534,DRY,cloudy,Route-1
1535,Wet,clear,Viaducto-Oriental
1536,Muddy,Storm,Ruta-Centro
1537,muddy,Rain,Route-1
1538,Dry,clear,Ruta-Del-Sol
1539,Icy,sunny,Carretera-45
1540,icy,Clear,Ruta-Del-Sol
1541,wet,Windy,Ruta-Del-Sol
1542,WET,storm,MX-85
1543,muddy,snow,Highway-85
1544,DRY,clear,Highway-57
1545,Dry,Storm,Route-3
1546,muddy,Sunny,Route-2
1547,Icy,Cloudy,Highway-85
1548,Icy,Snow,Highway-85
1549,muddy,Fog,Viaducto-Oriental
1550,Dry,snow,Periferico-Sur
1551,DRY,Sunny,Ring-Road
1552,Muddy,fog,MX-40
1553,icy,windy,Highway-85
1554,dry,rain,Bypass-Norte
1555,icy,clear,Periferico-Sur
1556,wet,windy,Highway-57
1557,Wet,Clear,Corredor-Industrial
1558,muddy,cloudy,Bypass-Norte
1559,Icy,snow,Ruta-Litoral
1560,Dry,fog,Ring-Road
1561,Wet,storm,Route-3
1562,muddy,Snow,Ruta-Del-Sol
1563,Icy,windy,Route-1
1564,Icy,storm,MX-85
1565,WET,sunny,Ruta-Del-Sol
1566,icy,sunny,Ring-Road
1567,Muddy,Fog,Corredor-Industrial
1568,icy,Cloudy,Viaducto-Oriental
1569,Dry,Clear,Bypass-Norte
1570,Dry,Windy,Ruta-Del-Sol
1571,Icy,sunny,Ruta-Litoral
1572,DRY,Storm,Ring-Road
1573,Dry,Windy,Viaducto-Oriental
1574,Wet,Sunny,Autopista-2
1575,icy,Storm,Corredor-Industrial
1576,Wet,storm,Periferico-Sur
1577,icy,Storm,Highway-57
1578,dry,fog,Ruta-Litoral
1579,Icy,Storm,Ruta-Centro
1580,icy,Clear,Ruta-Centro
1581,muddy,Clear,Highway-57
1582,muddy,cloudy,Highway-57
1583,muddy,Snow,Highway-57
1584,Muddy,Windy,MX-40
1585,wet,storm,Route-2
1586,WET,Windy,Ruta-Litoral
1587,muddy,cloudy,Ruta-Litoral
1588,Muddy,clear,MX-85
1589,icy,windy,Highway-57
1590,Dry,Windy,Carretera-45
1591,WET,Snow,Autopista-2
1592,wet,sunny,MX-40
1593,Dry,Rain,Viaducto-Oriental
1594,WET,rain,Autopista-1
1595,Wet,fog,Corredor-Industrial
1596,WET,Sunny,Highway-57
1597,dry,Rain,Periferico-Sur
1598,Icy,storm,MX-85
1599,WET,Cloudy,Route-1
1600,Muddy,clear,Route-3
1601,ICY,windy,Corredor-Industrial
1602,Dry,clear,Periferico-Sur
1603,icy,Clear,Bypass-Norte
1604,Muddy,Clear,MX-40
1605,muddy,snow,Ruta-Litoral
1606,icy,Fog,Viaducto-Oriental
1607,muddy,cloudy,Periferico-Sur
1608,Dry,rain,Ruta-Del-Sol
1609,dry,clear,Ring-Road
1610,muddy,Rain,Route-3
1611,Wet,clear,Route-2
1612,Dry,storm,Highway-85
1613,Dry,Storm,Ruta-Litoral
1614,DRY,Clear,Corredor-Industrial
1615,wet,Cloudy,Ruta-Del-Sol
1616,muddy,Clear,Route-1
1617,Muddy,Snow,Highway-85
1618,dry,Fog,Highway-85
1619,wet,storm,Route-2
1620,Dry,cloudy,Autopista-1
1621,dry,fog,MX-85
1622,Muddy,sunny,Bypass-Norte
1623,Wet,fog,Carretera-45
1624,Dry,cloudy,Ruta-Del-Sol
1625,wet,sunny,Periferico-Sur
1626,icy,Sunny,Ruta-Del-Sol
1627,Icy,Storm,Highway-85
1628,Dry,cloudy,Route-1
1629,dry,clear,Ruta-Del-Sol
1630,DRY,Snow,Ruta-Centro
1631,Dry,Cloudy,Ruta-Centro
1632,ICY,Cloudy,Autopista-1
1633,Muddy,windy,Viaducto-Oriental
1634,wet,rain,Corredor-Industrial
1635,Wet,Snow,Corredor-Industrial
1636,Wet,Clear,Ring-Road
1637,ICY,Windy,MX-85
1638,wet,snow,Ruta-Litoral
1639,muddy,Sunny,Periferico-Sur
1640,Muddy,storm,Corredor-Industrial
1641,Wet,snow,Highway-57
1642,dry,clear,Ring-Road
1643,muddy,snow,Ruta-Del-Sol
1644,icy,Fog,Autopista-1
1645,Muddy,clear,Highway-85
1646,Muddy,sunny,Route-3
1647,Icy,Snow,Corredor-Industrial
1648,ICY,cloudy,Highway-57
1649,icy,storm,Highway-57
1650,icy,Sunny,Highway-57
1651,dry,Storm,MX-85
1652,icy,Storm,MX-40
1653,muddy,cloudy,Ruta-Centro
1654,Muddy,Sunny,Carretera-45
1655,icy,fog,Ruta-Centro
1656,Icy,Cloudy,Autopista-2
1657,Dry,Cloudy,Circuito-Interior
1658,icy,Rain,Ring-Road
1659,DRY,sunny,Carretera-45
1660,Wet,Snow,Autopista-2
1661,Dry,sunny,Periferico-Sur
1662,Dry,fog,Viaducto-Oriental
1663,DRY,clear,Viaducto-Oriental
1664,WET,rain,Carretera-45
1665,Muddy,cloudy,Route-3
1666,Muddy,Snow,Circuito-Interior
1667,Dry,sunny,Circuito-Interior
1668,muddy,snow,Corredor-Industrial
1669,Dry,Sunny,Circuito-Interior
1670,DRY,Cloudy,Circuito-Interior
1671,Muddy,Storm,MX-85
