accident_key,date_key,location_key,vehicle_key,driver_key,number_of_vehicles,number_of_fatalities,accident_severity
855,855,855,855,855,2,4,minor
856,856,856,856,856,6,1,CRITICAL
857,857,857,857,857,2,1,MINOR
858,858,858,858,858,3,3,Minor
859,859,859,859,859,1,0,Critical
860,860,860,860,860,7,1,Minor
861,861,861,861,861,4,3,critical
862,862,862,862,862,2,3,Minor
863,863,863,863,863,5,2,CRITICAL
864,864,864,864,864,2,0,CRITICAL
865,865,865,865,865,5,3,minor
866,866,866,866,866,3,2,Minor
867,867,867,867,867,5,4,serious
868,868,868,868,868,8,1,Serious
869,869,869,869,869,4,0,minor
870,870,870,870,870,1,3,serious
871,871,871,871,871,5,5,Minor
872,872,872,872,872,5,0,MINOR
873,873,873,873,873,1,0,Serious
874,874,874,874,874,4,5,SERIOUS
875,875,875,875,875,2,4,SERIOUS
876,876,876,876,876,5,5,SERIOUS
877,877,877,877,877,1,3,Critical
878,878,878,878,878,8,2,serious
879,879,879,879,879,8,1,critical
880,880,880,880,880,3,2,Critical
881,881,881,881,881,1,2,CRITICAL
882,882,882,882,882,3,2,serious
883,883,883,883,883,8,3,Serious
884,884,884,884,884,4,2,minor
885,885,885,885,885,2,1,critical
886,886,886,886,886,1,1,MINOR
887,887,887,887,887,7,3,serious
888,888,888,888,888,8,5,CRITICAL
889,889,889,889,889,8,5,Minor
890,890,890,890,890,7,0,serious
891,891,891,891,891,6,0,critical
892,892,892,892,892,8,4,Minor
893,893,893,893,893,5,0,SERIOUS
894,894,894,894,894,4,1,minor
895,895,895,895,895,1,4,critical
896,896,896,896,896,7,5,MINOR
897,897,897,897,897,5,3,SERIOUS
898,898,898,898,898,7,4,serious
899,899,899,899,899,1,4,CRITICAL
900,900,900,900,900,3,4,Minor
901,901,901,901,901,1,2,critical
902,902,902,902,902,6,0,SERIOUS
903,903,903,903,903,1,5,minor
904,904,904,904,904,1,4,serious
905,905,905,905,905,6,3,Minor
906,906,906,906,906,4,2,critical
907,907,907,907,907,8,0,CRITICAL
908,908,908,908,908,1,2,Minor
909,909,909,909,909,6,3,Critical
910,910,910,910,910,5,4,MINOR
911,911,911,911,911,3,5,Minor
912,912,912,912,912,3,3,Critical
913,913,913,913,913,1,2,serious
914,914,914,914,914,4,5,serious
915,915,915,915,915,4,3,Critical
916,916,916,916,916,5,3,Minor
917,917,917,917,917,1,1,minor
918,918,918,918,918,3,0,Serious
919,919,919,919,919,4,5,critical
920,920,920,920,920,1,3,CRITICAL
921,921,921,921,921,7,4,Critical
922,922,922,922,922,4,0,critical
923,923,923,923,923,6,4,CRITICAL
924,924,924,924,924,7,5,serious
925,925,925,925,925,8,1,Minor
926,926,926,926,926,4,0,SERIOUS
927,927,927,927,927,3,4,minor
928,928,928,928,928,2,3,serious
929,929,929,929,929,7,2,Critical
930,930,930,930,930,8,2,Minor
931,931,931,931,931,5,3,minor
932,932,932,932,932,5,4,Serious
933,933,933,933,933,3,1,SERIOUS
934,934,934,934,934,4,0,SERIOUS
935,935,935,935,935,1,2,SERIOUS
936,936,936,936,936,4,0,serious
937,937,937,937,937,3,3,CRITICAL
938,938,938,938,938,5,3,MINOR
939,939,939,939,939,4,1,SERIOUS
940,940,940,940,940,5,4,critical
941,941,941,941,941,7,2,critical
942,942,942,942,942,8,5,Serious
943,943,943,943,943,1,1,serious
944,944,944,944,944,7,2,Serious
945,945,945,945,945,5,1,CRITICAL
946,946,946,946,946,5,20,MINOR
947,947,947,947,947,2,2,serious
948,948,948,948,948,2,5,CRITICAL
949,949,949,949,949,7,1,Critical
950,950,950,950,950,6,1,minor
951,951,951,951,951,7,3,Minor
952,952,952,952,952,2,2,CRITICAL
953,953,953,953,953,5,4,CRITICAL
954,954,954,954,954,3,5,Critical
955,955,955,955,955,7,3,critical
956,956,956,956,956,5,3,CRITICAL
957,957,957,957,957,3,0,MINOR
958,958,958,958,958,3,1,CRITICAL
959,959,959,959,959,2,0,serious
960,960,960,960,960,7,1,Serious
961,961,961,961,961,4,21,MINOR
962,962,962,962,962,1,1,Critical
963,963,963,963,963,2,3,minor
964,964,964,964,964,2,4,minor
965,965,965,965,965,4,2,Critical
966,966,966,966,966,1,4,MINOR
967,967,967,967,967,5,4,Minor
968,968,968,968,968,6,1,critical
969,969,969,969,969,7,3,CRITICAL
970,970,970,970,970,6,2,MINOR
971,971,971,971,971,5,4,serious
972,972,972,972,972,8,0,Critical
973,973,973,973,973,2,4,SERIOUS
974,974,974,974,974,1,5,MINOR
975,975,975,975,975,2,0,SERIOUS
976,976,976,976,976,3,4,serious
977,977,977,977,977,2,2,CRITICAL
978,978,978,978,978,2,4,minor
979,979,979,979,979,5,0,Serious
980,980,980,980,980,5,2,SERIOUS
981,981,981,981,981,5,1,minor
982,982,982,982,982,6,1,Minor
983,983,983,983,983,3,0,MINOR
984,984,984,984,984,8,2,MINOR
985,985,985,985,985,8,4,Critical
986,986,986,986,986,5,5,minor
987,987,987,987,987,1,5,Serious
988,988,988,988,988,6,1,critical
989,989,989,989,989,4,0,Serious
990,990,990,990,990,1,3,CRITICAL
991,991,991,991,991,7,1,Serious
992,992,992,992,992,7,1,SERIOUS
993,993,993,993,993,1,1,CRITICAL
994,994,994,994,994,5,4,CRITICAL
995,995,995,995,995,4,4,Critical
996,996,996,996,996,4,1,serious
997,997,997,997,997,6,0,Critical
998,998,998,998,998,4,5,MINOR
999,999,999,999,999,7,1,critical
1000,1000,1000,1000,1000,3,2,critical
1001,1001,1001,1001,1001,5,1,serious
1002,1002,1002,1002,1002,4,0,MINOR
1003,1003,1003,1003,1003,6,3,CRITICAL
1004,1004,1004,1004,1004,7,1,Minor
1005,1005,1005,1005,1005,3,5,MINOR
1006,1006,1006,1006,1006,2,1,Critical
1007,1007,1007,1007,1007,2,0,minor
1008,1008,1008,1008,1008,3,0,Critical
1009,1009,1009,1009,1009,7,2,SERIOUS
1010,1010,1010,1010,1010,6,3,Critical
1011,1011,1011,1011,1011,3,0,minor
1012,1012,1012,1012,1012,5,0,SERIOUS
1013,1013,1013,1013,1013,5,4,Serious
1014,1014,1014,1014,1014,2,5,SERIOUS
1015,1015,1015,1015,1015,4,4,CRITICAL
1016,1016,1016,1016,1016,6,5,Minor
1017,1017,1017,1017,1017,2,2,Critical
1018,1018,1018,1018,1018,4,5,Critical
1019,1019,1019,1019,1019,4,3,minor
1020,1020,1020,1020,1020,8,2,SERIOUS
1021,1021,1021,1021,1021,5,2,Minor
1022,1022,1022,1022,1022,7,4,Minor
1023,1023,1023,1023,1023,1,1,MINOR
1024,1024,1024,1024,1024,7,0,critical
1025,1025,1025,1025,1025,1,4,serious
1026,1026,1026,1026,1026,3,4,CRITICAL
1027,1027,1027,1027,1027,5,1,SERIOUS
1028,1028,1028,1028,1028,4,2,Minor
1029,1029,1029,1029,1029,6,4,CRITICAL
1030,1030,1030,1030,1030,1,0,serious
1031,1031,1031,1031,1031,7,13,SERIOUS
1032,1032,1032,1032,1032,4,5,SERIOUS
1033,1033,1033,1033,1033,1,5,critical
1034,1034,1034,1034,1034,1,4,serious
1035,1035,1035,1035,1035,8,0,Serious
1036,1036,1036,1036,1036,1,5,SERIOUS
1037,1037,1037,1037,1037,6,5,MINOR
1038,1038,1038,1038,1038,5,5,SERIOUS
1039,1039,1039,1039,1039,6,5,critical
1040,1040,1040,1040,1040,2,4,critical
1041,1041,1041,1041,1041,4,4,minor
1042,1042,1042,1042,1042,5,1,CRITICAL
1043,1043,1043,1043,1043,8,5,Serious
1044,1044,1044,1044,1044,5,2,CRITICAL
1045,1045,1045,1045,1045,5,3,CRITICAL
1046,1046,1046,1046,1046,7,3,Minor
1047,1047,1047,1047,1047,5,4,SERIOUS
1048,1048,1048,1048,1048,8,1,minor
1049,1049,1049,1049,1049,6,1,SERIOUS
1050,1050,1050,1050,1050,5,3,CRITICAL
1051,1051,1051,1051,1051,3,5,Serious
1052,1052,1052,1052,1052,4,0,critical
1053,1053,1053,1053,1053,5,17,Serious
1054,1054,1054,1054,1054,4,5,critical
1055,1055,1055,1055,1055,3,5,SERIOUS
1056,1056,1056,1056,1056,3,1,Minor
1057,1057,1057,1057,1057,4,4,CRITICAL
1058,1058,1058,1058,1058,1,0,serious
1059,1059,1059,1059,1059,2,1,critical
1060,1060,1060,1060,1060,7,0,CRITICAL
1061,1061,1061,1061,1061,1,5,MINOR
1062,1062,1062,1062,1062,1,2,Critical
1063,1063,1063,1063,1063,6,4,MINOR
1064,1064,1064,1064,1064,7,1,CRITICAL
1065,1065,1065,1065,1065,7,1,minor
1066,1066,1066,1066,1066,1,0,CRITICAL
1067,1067,1067,1067,1067,5,2,serious
1068,1068,1068,1068,1068,6,2,CRITICAL
1069,1069,1069,1069,1069,6,5,CRITICAL
1070,1070,1070,1070,1070,3,2,SERIOUS
1071,1071,1071,1071,1071,8,4,MINOR
1072,1072,1072,1072,1072,7,5,minor
1073,1073,1073,1073,1073,1,14,CRITICAL
1074,1074,1074,1074,1074,3,4,Minor
1075,1075,1075,1075,1075,4,3,Critical
1076,1076,1076,1076,1076,2,4,Minor
1077,1077,1077,1077,1077,8,15,SERIOUS
1078,1078,1078,1078,1078,8,3,MINOR
1079,1079,1079,1079,1079,8,2,Serious
1080,1080,1080,1080,1080,6,2,Critical
1081,1081,1081,1081,1081,4,3,minor
1082,1082,1082,1082,1082,8,4,MINOR
1083,1083,1083,1083,1083,4,0,Serious
1084,1084,1084,1084,1084,5,0,Critical
1085,1085,1085,1085,1085,8,0,Serious
1086,1086,1086,1086,1086,2,5,Minor
1087,1087,1087,1087,1087,4,2,critical
1088,1088,1088,1088,1088,4,5,Serious
1089,1089,1089,1089,1089,2,0,CRITICAL
1090,1090,1090,1090,1090,8,3,CRITICAL
1091,1091,1091,1091,1091,2,2,Serious
1092,1092,1092,1092,1092,4,1,Critical
1093,1093,1093,1093,1093,2,4,CRITICAL
1094,1094,1094,1094,1094,4,4,CRITICAL
1095,1095,1095,1095,1095,4,3,MINOR
1096,1096,1096,1096,1096,5,3,Serious
1097,1097,1097,1097,1097,1,5,CRITICAL
1098,1098,1098,1098,1098,4,4,Critical
1099,1099,1099,1099,1099,8,1,Minor
1100,1100,1100,1100,1100,3,3,SERIOUS
1101,1101,1101,1101,1101,6,0,Minor
1102,1102,1102,1102,1102,7,1,MINOR
1103,1103,1103,1103,1103,1,1,MINOR
1104,1104,1104,1104,1104,1,0,Minor
1105,1105,1105,1105,1105,1,0,Serious
1106,1106,1106,1106,1106,5,1,Minor
1107,1107,1107,1107,1107,4,0,SERIOUS
1108,1108,1108,1108,1108,5,3,Critical
1109,1109,1109,1109,1109,4,2,minor
1110,1110,1110,1110,1110,8,3,SERIOUS
1111,1111,1111,1111,1111,5,0,Critical
1112,1112,1112,1112,1112,5,4,CRITICAL
1113,1113,1113,1113,1113,6,10,Critical
1114,1114,1114,1114,1114,3,0,MINOR
1115,1115,1115,1115,1115,5,5,CRITICAL
1116,1116,1116,1116,1116,6,4,minor
1117,1117,1117,1117,1117,2,2,minor
1118,1118,1118,1118,1118,3,4,serious
1119,1119,1119,1119,1119,8,5,CRITICAL
1120,1120,1120,1120,1120,5,2,MINOR
1121,1121,1121,1121,1121,7,5,serious
1122,1122,1122,1122,1122,1,2,SERIOUS
1123,1123,1123,1123,1123,2,4,Minor
1124,1124,1124,1124,1124,2,2,minor
1125,1125,1125,1125,1125,8,3,critical
1126,1126,1126,1126,1126,6,1,Minor
1127,1127,1127,1127,1127,2,0,MINOR
1128,1128,1128,1128,1128,3,3,SERIOUS
1129,1129,1129,1129,1129,5,5,critical
1130,1130,1130,1130,1130,5,4,SERIOUS
1131,1131,1131,1131,1131,7,1,CRITICAL
1132,1132,1132,1132,1132,8,5,MINOR
1133,1133,1133,1133,1133,1,0,CRITICAL
1134,1134,1134,1134,1134,6,2,minor
1135,1135,1135,1135,1135,1,4,minor
1136,1136,1136,1136,1136,2,5,critical
1137,1137,1137,1137,1137,8,3,critical
1138,1138,1138,1138,1138,7,2,SERIOUS
1139,1139,1139,1139,1139,1,5,Minor
1140,1140,1140,1140,1140,3,1,SERIOUS
1141,1141,1141,1141,1141,5,5,SERIOUS
1142,1142,1142,1142,1142,2,4,minor
1143,1143,1143,1143,1143,7,1,Serious
1144,1144,1144,1144,1144,1,1,Critical
1145,1145,1145,1145,1145,6,0,minor
1146,1146,1146,1146,1146,3,0,Serious
1147,1147,1147,1147,1147,3,1,critical
1148,1148,1148,1148,1148,1,1,critical
1149,1149,1149,1149,1149,5,4,critical
1150,1150,1150,1150,1150,1,3,Minor
1151,1151,1151,1151,1151,2,2,critical
1152,1152,1152,1152,1152,1,3,SERIOUS
1153,1153,1153,1153,1153,3,3,Minor
1154,1154,1154,1154,1154,7,4,critical
1155,1155,1155,1155,1155,1,22,Critical
1156,1156,1156,1156,1156,5,4,Serious
1157,1157,1157,1157,1157,8,2,CRITICAL
1158,1158,1158,1158,1158,7,4,SERIOUS
1159,1159,1159,1159,1159,6,4,minor
1160,1160,1160,1160,1160,4,1,CRITICAL
1161,1161,1161,1161,1161,1,2,serious
1162,1162,1162,1162,1162,5,0,serious
1163,1163,1163,1163,1163,7,2,serious
1164,1164,1164,1164,1164,5,5,Minor
1165,1165,1165,1165,1165,6,2,serious
1166,1166,1166,1166,1166,3,1,critical
1167,1167,1167,1167,1167,5,5,CRITICAL
1168,1168,1168,1168,1168,7,2,CRITICAL
1169,1169,1169,1169,1169,5,3,minor
1170,1170,1170,1170,1170,5,0,Serious
1171,1171,1171,1171,1171,5,0,Serious
1172,1172,1172,1172,1172,2,2,serious
1173,1173,1173,1173,1173,2,3,Serious
1174,1174,1174,1174,1174,3,1,serious
1175,1175,1175,1175,1175,1,2,SERIOUS
1176,1176,1176,1176,1176,5,5,Minor
1177,1177,1177,1177,1177,6,4,Serious
1178,1178,1178,1178,1178,1,3,Critical
1179,1179,1179,1179,1179,6,1,minor
1180,1180,1180,1180,1180,1,3,critical
1181,1181,1181,1181,1181,3,2,Minor
1182,1182,1182,1182,1182,5,2,minor
1183,1183,1183,1183,1183,5,3,MINOR
1184,1184,1184,1184,1184,4,0,CRITICAL
1185,1185,1185,1185,1185,6,3,SERIOUS
1186,1186,1186,1186,1186,1,3,Serious
1187,1187,1187,1187,1187,1,5,critical
1188,1188,1188,1188,1188,8,11,MINOR
1189,1189,1189,1189,1189,8,1,CRITICAL
1190,1190,1190,1190,1190,2,4,Serious
1191,1191,1191,1191,1191,4,0,Minor
1192,1192,1192,1192,1192,7,3,SERIOUS
1193,1193,1193,1193,1193,8,0,SERIOUS
1194,1194,1194,1194,1194,7,5,SERIOUS
1195,1195,1195,1195,1195,2,3,CRITICAL
1196,1196,1196,1196,1196,2,1,Minor
1197,1197,1197,1197,1197,2,2,Critical
1198,1198,1198,1198,1198,6,4,minor
1199,1199,1199,1199,1199,6,4,serious
1200,1200,1200,1200,1200,3,1,serious
1201,1201,1201,1201,1201,3,5,critical
1202,1202,1202,1202,1202,2,3,MINOR
1203,1203,1203,1203,1203,4,4,CRITICAL
1204,1204,1204,1204,1204,1,5,serious
1205,1205,1205,1205,1205,6,2,serious
1206,1206,1206,1206,1206,4,5,MINOR
1207,1207,1207,1207,1207,5,0,SERIOUS
1208,1208,1208,1208,1208,6,4,serious
1209,1209,1209,1209,1209,6,2,Minor
1210,1210,1210,1210,1210,3,16,minor
1211,1211,1211,1211,1211,1,2,MINOR
1212,1212,1212,1212,1212,1,0,MINOR
1213,1213,1213,1213,1213,8,2,serious
1214,1214,1214,1214,1214,7,3,Minor
1215,1215,1215,1215,1215,7,2,Serious
1216,1216,1216,1216,1216,7,4,MINOR
1217,1217,1217,1217,1217,7,5,minor
1218,1218,1218,1218,1218,5,2,Critical
1219,1219,1219,1219,1219,5,2,critical
1220,1220,1220,1220,1220,6,0,SERIOUS
1221,1221,1221,1221,1221,2,4,minor
1222,1222,1222,1222,1222,3,3,SERIOUS
1223,1223,1223,1223,1223,3,3,CRITICAL
1224,1224,1224,1224,1224,7,2,minor
1225,1225,1225,1225,1225,6,3,Serious
1226,1226,1226,1226,1226,8,1,critical
1227,1227,1227,1227,1227,4,0,SERIOUS
1228,1228,1228,1228,1228,2,5,critical
1229,1229,1229,1229,1229,6,5,SERIOUS
1230,1230,1230,1230,1230,2,2,Critical
1231,1231,1231,1231,1231,2,0,Critical
1232,1232,1232,1232,1232,2,5,SERIOUS
1233,1233,1233,1233,1233,6,4,minor
1234,1234,1234,1234,1234,7,2,Serious
1235,1235,1235,1235,1235,3,5,CRITICAL
1236,1236,1236,1236,1236,3,5,MINOR
1237,1237,1237,1237,1237,7,4,CRITICAL
1238,1238,1238,1238,1238,2,0,minor
1239,1239,1239,1239,1239,4,0,Minor
1240,1240,1240,1240,1240,1,2,Critical
1241,1241,1241,1241,1241,6,5,Serious
1242,1242,1242,1242,1242,1,5,critical
1243,1243,1243,1243,1243,8,1,CRITICAL
1244,1244,1244,1244,1244,7,0,critical
1245,1245,1245,1245,1245,4,3,serious
1246,1246,1246,1246,1246,6,2,Critical
1247,1247,1247,1247,1247,7,0,minor
1248,1248,1248,1248,1248,2,3,minor
1249,1249,1249,1249,1249,3,2,Critical
1250,1250,1250,1250,1250,1,4,serious
1251,1251,1251,1251,1251,5,3,Serious
1252,1252,1252,1252,1252,5,2,MINOR
1253,1253,1253,1253,1253,4,3,critical
1254,1254,1254,1254,1254,2,10,Serious
1255,1255,1255,1255,1255,8,2,CRITICAL
1256,1256,1256,1256,1256,1,4,critical
1257,1257,1257,1257,1257,2,0,serious
1258,1258,1258,1258,1258,1,0,CRITICAL
1259,1259,1259,1259,1259,4,2,minor
1260,1260,1260,1260,1260,4,1,MINOR
1261,1261,1261,1261,1261,8,5,MINOR
1262,1262,1262,1262,1262,5,0,Minor
1263,1263,1263,1263,1263,2,4,SERIOUS
1264,1264,1264,1264,1264,6,2,minor
1265,1265,1265,1265,1265,5,0,serious
1266,1266,1266,1266,1266,2,2,serious
1267,1267,1267,1267,1267,5,1,MINOR
1268,1268,1268,1268,1268,6,5,SERIOUS
1269,1269,1269,1269,1269,3,4,serious
1270,1270,1270,1270,1270,3,2,MINOR
1271,1271,1271,1271,1271,8,3,Critical
1272,1272,1272,1272,1272,3,3,Serious
1273,1273,1273,1273,1273,3,3,critical
1274,1274,1274,1274,1274,7,4,critical
1275,1275,1275,1275,1275,1,3,CRITICAL
1276,1276,1276,1276,1276,7,20,serious
1277,1277,1277,1277,1277,7,4,Serious
1278,1278,1278,1278,1278,8,5,SERIOUS
1279,1279,1279,1279,1279,7,2,serious
1280,1280,1280,1280,1280,3,3,Serious
1281,1281,1281,1281,1281,6,5,MINOR
1282,1282,1282,1282,1282,8,2,Serious
1283,1283,1283,1283,1283,8,4,SERIOUS
1284,1284,1284,1284,1284,4,1,Minor
1285,1285,1285,1285,1285,8,4,critical
1286,1286,1286,1286,1286,4,4,Minor
1287,1287,1287,1287,1287,8,0,Critical
1288,1288,1288,1288,1288,1,5,Critical
1289,1289,1289,1289,1289,3,0,Serious
1290,1290,1290,1290,1290,8,2,CRITICAL
1291,1291,1291,1291,1291,3,3,Serious
1292,1292,1292,1292,1292,3,0,MINOR
1293,1293,1293,1293,1293,5,0,CRITICAL
1294,1294,1294,1294,1294,8,2,Serious
1295,1295,1295,1295,1295,2,3,serious
1296,1296,1296,1296,1296,5,1,Serious
1297,1297,1297,1297,1297,2,4,minor
1298,1298,1298,1298,1298,3,1,serious
1299,1299,1299,1299,1299,3,5,serious
1300,1300,1300,1300,1300,5,4,SERIOUS
1301,1301,1301,1301,1301,5,1,MINOR
1302,1302,1302,1302,1302,2,2,Minor
1303,1303,1303,1303,1303,4,4,serious
1304,1304,1304,1304,1304,2,2,CRITICAL
1305,1305,1305,1305,1305,5,2,minor
1306,1306,1306,1306,1306,6,5,SERIOUS
1307,1307,1307,1307,1307,5,2,SERIOUS
1308,1308,1308,1308,1308,6,4,serious
1309,1309,1309,1309,1309,1,5,Minor
1310,1310,1310,1310,1310,5,1,Critical
1311,1311,1311,1311,1311,1,2,Critical
1312,1312,1312,1312,1312,4,1,CRITICAL
1313,1313,1313,1313,1313,2,2,MINOR
1314,1314,1314,1314,1314,6,0,serious
1315,1315,1315,1315,1315,2,5,minor
1316,1316,1316,1316,1316,1,2,minor
1317,1317,1317,1317,1317,6,4,Minor
1318,1318,1318,1318,1318,2,3,Critical
1319,1319,1319,1319,1319,5,4,MINOR
1320,1320,1320,1320,1320,3,3,critical
1321,1321,1321,1321,1321,1,1,Minor
1322,1322,1322,1322,1322,2,4,MINOR
1323,1323,1323,1323,1323,1,2,Critical
1324,1324,1324,1324,1324,7,0,Serious
1325,1325,1325,1325,1325,1,3,CRITICAL
1326,1326,1326,1326,1326,6,1,minor
1327,1327,1327,1327,1327,7,5,MINOR
1328,1328,1328,1328,1328,8,5,MINOR
1329,1329,1329,1329,1329,6,0,SERIOUS
1330,1330,1330,1330,1330,3,3,SERIOUS
1331,1331,1331,1331,1331,7,3,Serious
1332,1332,1332,1332,1332,8,3,MINOR
1333,1333,1333,1333,1333,5,0,MINOR
1334,1334,1334,1334,1334,1,3,MINOR
1335,1335,1335,1335,1335,2,3,MINOR
1336,1336,1336,1336,1336,4,5,Serious
1337,1337,1337,1337,1337,1,2,Minor
1338,1338,1338,1338,1338,8,2,Critical
1339,1339,1339,1339,1339,1,4,critical
1340,1340,1340,1340,1340,3,0,MINOR
1341,1341,1341,1341,1341,5,1,minor
1342,1342,1342,1342,1342,4,2,serious
1343,1343,1343,1343,1343,7,3,Critical
1344,1344,1344,1344,1344,7,3,Minor
1345,1345,1345,1345,1345,7,22,Critical
1346,1346,1346,1346,1346,8,0,Critical
1347,1347,1347,1347,1347,6,4,Critical
1348,1348,1348,1348,1348,6,5,minor
1349,1349,1349,1349,1349,2,0,serious
1350,1350,1350,1350,1350,4,0,CRITICAL
1351,1351,1351,1351,1351,7,3,Minor
1352,1352,1352,1352,1352,6,5,Serious
1353,1353,1353,1353,1353,8,0,minor
1354,1354,1354,1354,1354,2,3,SERIOUS
1355,1355,1355,1355,1355,5,1,MINOR
1356,1356,1356,1356,1356,2,2,CRITICAL
1357,1357,1357,1357,1357,6,0,minor
1358,1358,1358,1358,1358,3,5,MINOR
1359,1359,1359,1359,1359,8,5,SERIOUS
1360,1360,1360,1360,1360,3,4,critical
1361,1361,1361,1361,1361,7,1,Minor
1362,1362,1362,1362,1362,3,4,Serious
1363,1363,1363,1363,1363,7,3,SERIOUS
1364,1364,1364,1364,1364,7,2,SERIOUS
1365,1365,1365,1365,1365,6,3,Serious
1366,1366,1366,1366,1366,3,1,critical
1367,1367,1367,1367,1367,7,5,Critical
1368,1368,1368,1368,1368,4,5,serious
1369,1369,1369,1369,1369,5,3,serious
1370,1370,1370,1370,1370,2,0,MINOR
1371,1371,1371,1371,1371,2,1,Serious
1372,1372,1372,1372,1372,6,1,serious
1373,1373,1373,1373,1373,3,0,serious
1374,1374,1374,1374,1374,3,1,Minor
1375,1375,1375,1375,1375,7,0,Critical
1376,1376,1376,1376,1376,8,4,minor
1377,1377,1377,1377,1377,1,18,minor
1378,1378,1378,1378,1378,7,4,critical
1379,1379,1379,1379,1379,5,2,Serious
1380,1380,1380,1380,1380,4,5,SERIOUS
1381,1381,1381,1381,1381,2,4,serious
1382,1382,1382,1382,1382,7,3,MINOR
1383,1383,1383,1383,1383,1,1,critical
1384,1384,1384,1384,1384,1,5,MINOR
1385,1385,1385,1385,1385,7,4,serious
1386,1386,1386,1386,1386,6,0,Critical
1387,1387,1387,1387,1387,2,2,MINOR
1388,1388,1388,1388,1388,6,0,Minor
1389,1389,1389,1389,1389,4,5,Serious
1390,1390,1390,1390,1390,1,11,CRITICAL
1391,1391,1391,1391,1391,1,5,MINOR
1392,1392,1392,1392,1392,5,2,minor
1393,1393,1393,1393,1393,4,3,SERIOUS
1394,1394,1394,1394,1394,1,4,Critical
1395,1395,1395,1395,1395,4,3,MINOR
1396,1396,1396,1396,1396,2,4,minor
1397,1397,1397,1397,1397,3,2,Serious
1398,1398,1398,1398,1398,1,5,critical
1399,1399,1399,1399,1399,5,5,MINOR
1400,1400,1400,1400,1400,2,4,critical
1401,1401,1401,1401,1401,7,5,critical
1402,1402,1402,1402,1402,4,0,Critical
1403,1403,1403,1403,1403,7,4,Critical
1404,1404,1404,1404,1404,6,4,SERIOUS
1405,1405,1405,1405,1405,2,4,SERIOUS
1406,1406,1406,1406,1406,7,1,MINOR
1407,1407,1407,1407,1407,8,1,serious
1408,1408,1408,1408,1408,8,1,Serious
1409,1409,1409,1409,1409,1,5,serious
1410,1410,1410,1410,1410,4,2,Minor
1411,1411,1411,1411,1411,3,3,Minor
1412,1412,1412,1412,1412,2,0,minor
1413,1413,1413,1413,1413,1,5,CRITICAL
1414,1414,1414,1414,1414,5,1,critical
1415,1415,1415,1415,1415,6,4,Minor
1416,1416,1416,1416,1416,4,3,Critical
1417,1417,1417,1417,1417,2,2,critical
1418,1418,1418,1418,1418,8,2,critical
1419,1419,1419,1419,1419,2,2,Serious
1420,1420,1420,1420,1420,3,2,minor
1421,1421,1421,1421,1421,8,1,serious
1422,1422,1422,1422,1422,3,2,serious
1423,1423,1423,1423,1423,5,0,serious
1424,1424,1424,1424,1424,6,0,CRITICAL
1425,1425,1425,1425,1425,5,5,MINOR
1426,1426,1426,1426,1426,1,5,SERIOUS
1427,1427,1427,1427,1427,1,1,Critical
1428,1428,1428,1428,1428,5,3,Critical
1429,1429,1429,1429,1429,6,0,CRITICAL
1430,1430,1430,1430,1430,5,1,CRITICAL
1431,1431,1431,1431,1431,6,4,minor
1432,1432,1432,1432,1432,6,5,Minor
1433,1433,1433,1433,1433,7,5,serious
1434,1434,1434,1434,1434,8,3,SERIOUS
1435,1435,1435,1435,1435,4,5,minor
1436,1436,1436,1436,1436,6,2,minor
1437,1437,1437,1437,1437,3,4,Serious
1438,1438,1438,1438,1438,6,2,serious
1439,1439,1439,1439,1439,6,0,critical
1440,1440,1440,1440,1440,6,5,serious
1441,1441,1441,1441,1441,7,0,MINOR
1442,1442,1442,1442,1442,8,2,Serious
1443,1443,1443,1443,1443,7,1,critical
1444,1444,1444,1444,1444,1,2,SERIOUS
1445,1445,1445,1445,1445,7,0,serious
1446,1446,1446,1446,1446,3,0,minor
1447,1447,1447,1447,1447,3,1,Critical
1448,1448,1448,1448,1448,7,3,critical
1449,1449,1449,1449,1449,8,10,Serious
1450,1450,1450,1450,1450,5,3,Serious
1451,1451,1451,1451,1451,4,3,serious
1452,1452,1452,1452,1452,8,0,SERIOUS
1453,1453,1453,1453,1453,7,0,CRITICAL
1454,1454,1454,1454,1454,6,5,CRITICAL
1455,1455,1455,1455,1455,2,3,SERIOUS
1456,1456,1456,1456,1456,4,4,critical
1457,1457,1457,1457,1457,4,3,minor
1458,1458,1458,1458,1458,3,5,Serious
1459,1459,1459,1459,1459,4,0,Critical
1460,1460,1460,1460,1460,7,5,Minor
1461,1461,1461,1461,1461,6,0,serious
1462,1462,1462,1462,1462,6,1,Minor
1463,1463,1463,1463,1463,1,3,critical
1464,1464,1464,1464,1464,6,2,serious
1465,1465,1465,1465,1465,8,4,minor
1466,1466,1466,1466,1466,6,0,SERIOUS
1467,1467,1467,1467,1467,3,0,SERIOUS
1468,1468,1468,1468,1468,6,4,MINOR
1469,1469,1469,1469,1469,1,1,MINOR
1470,1470,1470,1470,1470,2,5,Serious
1471,1471,1471,1471,1471,7,2,CRITICAL
1472,1472,1472,1472,1472,3,3,minor
1473,1473,1473,1473,1473,8,3,Minor
1474,1474,1474,1474,1474,2,0,CRITICAL
1475,1475,1475,1475,1475,3,0,critical
1476,1476,1476,1476,1476,5,2,CRITICAL
1477,1477,1477,1477,1477,4,5,Minor
1478,1478,1478,1478,1478,5,4,Minor
