accident_key,incident_id,incident_date,day_of_week,month,year,quarter,driver_age,driver_gender,road_conditions,weather_conditions,vehicle_type,vehicle_make,vehicle_model,accident_severity,number_of_vehicles,number_of_fatalities,is_weekend,season,age_group
783,783,01/22/2022,,,,,85.0,Other,wet,rain,Truck,BMW,Model H,CRITICAL,7,0,False,,Elderly
784,784,09-14-2024,,,,,42.0,Male,Wet,clear,Motorcycle,Ford,Model D,MINOR,4,3,False,,Middle-aged
785,785,2021-02-02,Tuesday,2.0,2021.0,1.0,49.0,Female,Wet,cloudy,Car,Volkswagen,Model D,serious,1,5,False,Winter,Middle-aged
786,786,2021-05-18,Tuesday,5.0,2021.0,2.0,64.0,Other,icy,Storm,Car,Chevrolet,Model H,critical,6,1,False,Spring,Senior
787,787,03-10-2021,,,,,,Male,ICY,windy,SUV,Mercedes,Model D,SERIOUS,6,2,False,,
788,788,17/05/2022,,,,,48.0,Other,wet,Snow,Truck,Audi,Model E,CRITICAL,5,5,False,,Middle-aged
789,789,04-25-2022,,,,,70.0,Female,ICY,windy,Van,Chevrolet,Model F,MINOR,7,2,False,,Elderly
790,790,14/10/2021,,,,,82.0,Male,ICY,Windy,Pickup,Nissan,Model A,critical,2,4,False,,Elderly
791,791,03-25-2024,,,,,,Other,muddy,Storm,Van,Ford,Model F,critical,2,3,False,,
792,792,2022-10-19,Wednesday,10.0,2022.0,4.0,47.0,Other,DRY,sunny,Van,Ford,Model G,critical,6,4,False,Fall,Middle-aged
793,793,10/21/2021,,,,,34.0,Other,Dry,Storm,Pickup,Volkswagen,Model C,SERIOUS,5,2,False,,Adult
794,794,2022-07-18,Monday,7.0,2022.0,3.0,70.0,Other,Dry,Snow,Van,Honda,Model B,critical,4,0,False,Summer,Elderly
795,795,04/26/2024,,,,,51.0,Male,ICY,clear,Sedan,Ford,Model E,Serious,2,0,False,,Senior
796,796,25/05/2023,,,,,33.0,Male,Dry,snow,Sedan,Nissan,Model A,Critical,4,2,False,,Adult
797,797,12-07-2022,,,,,,Other,Wet,rain,Car,Nissan,Model F,serious,7,5,False,,
798,798,15/10/2022,,,,,81.0,Female,WET,Storm,Motorcycle,BMW,Model D,SERIOUS,2,4,False,,Elderly
799,799,09/07/2022,,,,,41.0,Other,Muddy,Clear,SUV,Mercedes,Model F,MINOR,2,5,False,,Middle-aged
800,800,04-07-2022,,,,,135.0,Male,ICY,cloudy,Bus,BMW,Model F,serious,3,3,False,,
801,801,04/29/2021,,,,,78.0,Other,DRY,Storm,SUV,Chevrolet,Model B,Minor,2,3,False,,Elderly
802,802,02/10/2021,,,,,22.0,Female,WET,storm,Car,Ford,Model G,Minor,8,2,False,,Young
803,803,11-08-2022,,,,,141.0,Other,WET,cloudy,Motorcycle,Volkswagen,Model G,Minor,1,0,False,,
804,804,07/09/2021,,,,,85.0,Female,ICY,Fog,Pickup,Chevrolet,Model C,MINOR,8,1,False,,Elderly
805,805,02-12-2023,,,,,63.0,Male,Icy,Rain,Motorcycle,Hyundai,Model D,CRITICAL,5,2,False,,Senior
806,806,01-21-2022,,,,,,Male,dry,Sunny,Truck,Ford,Model H,SERIOUS,5,5,False,,
807,807,03/21/2022,,,,,55.0,Other,Wet,Rain,Truck,Ford,Model G,critical,4,4,False,,Senior
808,808,2021-02-01,Monday,2.0,2021.0,1.0,,Other,Icy,Cloudy,Motorcycle,Hyundai,Model D,CRITICAL,8,5,False,Winter,
809,809,25/01/2022,,,,,31.0,Other,Muddy,Rain,Truck,Ford,Model G,MINOR,8,2,False,,Adult
810,810,09-08-2023,,,,,165.0,Male,Muddy,Fog,Pickup,Chevrolet,Model D,CRITICAL,8,1,False,,
811,811,03-24-2023,,,,,75.0,Other,icy,windy,SUV,Nissan,Model A,Critical,7,12,False,,Elderly
812,812,02/19/2023,,,,,79.0,Male,WET,snow,Car,Audi,Model C,serious,2,12,False,,Elderly
813,813,01/07/2023,,,,,83.0,Male,Dry,Sunny,Bus,BMW,Model D,Minor,1,1,False,,Elderly
814,814,20/08/2023,,,,,,Male,wet,snow,Motorcycle,Honda,Model G,critical,4,4,False,,
815,815,21/02/2022,,,,,65.0,Female,WET,Fog,Bus,Audi,Model A,Serious,8,2,False,,Senior
816,816,02/27/2024,,,,,59.0,Female,Icy,sunny,Truck,Mercedes,Model D,MINOR,8,4,False,,Senior
817,817,02/08/2024,,,,,53.0,Female,DRY,Cloudy,Van,Chevrolet,Model E,MINOR,3,0,False,,Senior
818,818,2021-11-09,Tuesday,11.0,2021.0,4.0,56.0,Other,wet,Snow,Van,Mercedes,Model D,critical,4,5,False,Fall,Senior
819,819,04/17/2022,,,,,186.0,Male,Icy,storm,Motorcycle,BMW,Model C,serious,8,2,False,,
820,820,02/09/2024,,,,,72.0,Male,muddy,clear,Pickup,BMW,Model G,critical,4,5,False,,Elderly
821,821,09/28/2023,,,,,40.0,Male,DRY,clear,Truck,Honda,Model F,Serious,2,2,False,,Middle-aged
822,822,11/12/2021,,,,,146.0,Other,Wet,sunny,Car,Audi,Model E,Critical,3,3,False,,
823,823,10-14-2021,,,,,58.0,Female,Icy,clear,Sedan,Honda,Model C,Critical,4,1,False,,Senior
824,824,01/16/2024,,,,,,Other,Wet,Storm,Car,Toyota,Model A,serious,1,3,False,,
825,825,06-02-2021,,,,,53.0,Other,Icy,cloudy,SUV,Mercedes,Model B,serious,1,1,False,,Senior
826,826,2023-04-25,Tuesday,4.0,2023.0,2.0,39.0,Male,Dry,clear,Truck,Hyundai,Model D,serious,5,1,False,Spring,Middle-aged
827,827,2024-07-15,Monday,7.0,2024.0,3.0,31.0,Male,dry,Windy,Pickup,Mercedes,Model A,Serious,3,5,False,Summer,Adult
828,828,2024-12-19,Thursday,12.0,2024.0,4.0,36.0,Other,ICY,fog,Sedan,Nissan,Model F,CRITICAL,3,5,False,Winter,Middle-aged
829,829,24/03/2022,,,,,,Other,wet,Windy,Motorcycle,Mercedes,Model C,SERIOUS,5,3,False,,
830,830,06-19-2024,,,,,39.0,Male,dry,sunny,Van,Mercedes,Model F,serious,4,4,False,,Middle-aged
831,831,12/09/2024,,,,,,Female,WET,fog,Bus,Toyota,Model C,Minor,3,5,False,,
832,832,04/02/2024,,,,,42.0,Other,icy,windy,Bus,Hyundai,Model C,Critical,1,1,False,,Middle-aged
833,833,17/07/2022,,,,,,Male,dry,Fog,Sedan,Volkswagen,Model C,minor,1,0,False,,
834,834,10-26-2023,,,,,146.0,Other,DRY,fog,Pickup,Volkswagen,Model E,minor,8,1,False,,
835,835,2022-01-03,Monday,1.0,2022.0,1.0,72.0,Male,icy,Clear,Bus,Ford,Model B,CRITICAL,2,2,False,Winter,Elderly
836,836,17/07/2021,,,,,76.0,Other,Muddy,Cloudy,Truck,Audi,Model G,MINOR,3,3,False,,Elderly
837,837,06/23/2024,,,,,33.0,Other,DRY,Rain,SUV,Audi,Model H,CRITICAL,4,5,False,,Adult
838,838,2023-03-24,Friday,3.0,2023.0,1.0,51.0,Female,ICY,sunny,Car,Audi,Model B,MINOR,5,0,False,Spring,Senior
839,839,12/04/2023,,,,,,Other,Dry,Clear,Bus,Volkswagen,Model F,Minor,5,1,False,,
840,840,2024-11-28,Thursday,11.0,2024.0,4.0,,Other,WET,Snow,Truck,Audi,Model D,CRITICAL,4,3,False,Fall,
841,841,01/11/2024,,,,,63.0,Male,ICY,Windy,Motorcycle,Toyota,Model E,minor,7,2,False,,Senior
842,842,23/08/2024,,,,,46.0,Other,icy,Windy,Bus,Nissan,Model C,critical,6,3,False,,Middle-aged
843,843,02/16/2023,,,,,82.0,Female,muddy,Snow,SUV,Toyota,Model D,SERIOUS,2,3,False,,Elderly
844,844,2024-12-10,Tuesday,12.0,2024.0,4.0,83.0,Other,Icy,Clear,Truck,Mercedes,Model F,Minor,5,3,False,Winter,Elderly
845,845,10/21/2023,,,,,58.0,Male,icy,clear,Bus,Volkswagen,Model C,Serious,3,3,False,,Senior
846,846,07/15/2021,,,,,132.0,Male,wet,rain,Sedan,Audi,Model A,SERIOUS,2,2,False,,
847,847,11/18/2024,,,,,58.0,Female,ICY,Windy,Motorcycle,Hyundai,Model A,Minor,3,4,False,,Senior
848,848,02/06/2021,,,,,,Male,Icy,Snow,Sedan,Volkswagen,Model H,minor,7,4,False,,
849,849,18/01/2024,,,,,22.0,Female,wet,Windy,Car,Honda,Model C,MINOR,1,4,False,,Young
850,850,2022-10-07,Friday,10.0,2022.0,4.0,49.0,Male,Icy,Sunny,Van,Chevrolet,Model B,minor,2,3,False,Fall,Middle-aged
851,851,03-01-2022,,,,,,Female,Wet,Fog,Car,BMW,Model A,Minor,8,3,False,,
852,852,27/03/2023,,,,,43.0,Female,muddy,clear,Truck,Mercedes,Model C,serious,5,2,False,,Middle-aged
853,853,2024-02-29,Thursday,2.0,2024.0,1.0,41.0,Female,ICY,cloudy,Car,Ford,Model E,serious,2,5,False,Winter,Middle-aged
854,854,03/08/2023,,,,,43.0,Other,dry,Fog,Truck,Chevrolet,Model C,Critical,2,1,False,,Middle-aged
855,855,10/14/2021,,,,,84.0,Female,ICY,Cloudy,Truck,Toyota,Model B,minor,2,4,False,,Elderly
856,856,2022-12-10,Saturday,12.0,2022.0,4.0,18.0,Other,icy,cloudy,SUV,Ford,Model H,CRITICAL,6,1,True,Winter,Young
857,857,2023-06-15,Thursday,6.0,2023.0,2.0,44.0,Male,wet,rain,Pickup,Volkswagen,Model A,MINOR,2,1,False,Summer,Middle-aged
858,858,06-05-2021,,,,,153.0,Male,icy,storm,Truck,Honda,Model C,Minor,3,3,False,,
859,859,24/03/2023,,,,,48.0,Other,wet,windy,Van,Ford,Model E,Critical,1,0,False,,Middle-aged
860,860,07/22/2024,,,,,41.0,Male,Dry,sunny,Van,Nissan,Model F,Minor,7,1,False,,Middle-aged
861,861,30/12/2022,,,,,55.0,Other,Dry,Storm,Sedan,Toyota,Model A,critical,4,3,False,,Senior
862,862,01/16/2022,,,,,68.0,Male,muddy,Cloudy,Motorcycle,Nissan,Model D,Minor,2,3,False,,Elderly
863,863,20/06/2024,,,,,55.0,Female,DRY,Snow,Motorcycle,Mercedes,Model D,CRITICAL,5,2,False,,Senior
864,864,2021-05-31,Monday,5.0,2021.0,2.0,,Male,wet,sunny,Motorcycle,Honda,Model F,CRITICAL,2,0,False,Spring,
865,865,11/12/2021,,,,,,Male,wet,rain,Motorcycle,Nissan,Model F,minor,5,3,False,,
866,866,09/03/2023,,,,,54.0,Other,muddy,Sunny,Pickup,Toyota,Model E,Minor,3,2,False,,Senior
867,867,11/01/2021,,,,,49.0,Other,icy,rain,Truck,Ford,Model A,serious,5,4,False,,Middle-aged
868,868,2022-07-07,Thursday,7.0,2022.0,3.0,77.0,Other,wet,Fog,Car,Mercedes,Model A,Serious,8,1,False,Summer,Elderly
869,869,2021-06-28,Monday,6.0,2021.0,2.0,62.0,Female,muddy,storm,SUV,Ford,Model B,minor,4,0,False,Summer,Senior
870,870,07/09/2023,,,,,79.0,Female,WET,Cloudy,Motorcycle,BMW,Model A,serious,1,3,False,,Elderly
871,871,03/07/2021,,,,,70.0,Other,icy,Snow,Car,Honda,Model D,Minor,5,5,False,,Elderly
872,872,05/09/2024,,,,,154.0,Other,Icy,snow,Pickup,Ford,Model C,MINOR,5,0,False,,
873,873,28/04/2023,,,,,70.0,Other,dry,windy,Bus,Toyota,Model C,Serious,1,0,False,,Elderly
874,874,02/20/2024,,,,,,Male,Wet,Snow,Pickup,Ford,Model E,SERIOUS,4,5,False,,
875,875,14/12/2021,,,,,58.0,Other,Wet,cloudy,Sedan,BMW,Model D,SERIOUS,2,4,False,,Senior
876,876,07/05/2022,,,,,72.0,Female,Icy,Fog,Bus,BMW,Model H,SERIOUS,5,5,False,,Elderly
877,877,10/06/2023,,,,,52.0,Female,dry,Sunny,SUV,Ford,Model F,Critical,1,3,False,,Senior
878,878,06-07-2021,,,,,23.0,Male,Icy,Sunny,Car,Audi,Model B,serious,8,2,False,,Young
879,879,13/10/2023,,,,,39.0,Female,WET,sunny,Bus,Ford,Model A,critical,8,1,False,,Middle-aged
880,880,2021-08-08,Sunday,8.0,2021.0,3.0,32.0,Female,wet,Cloudy,SUV,Volkswagen,Model D,Critical,3,2,True,Summer,Adult
881,881,14/01/2021,,,,,60.0,Female,ICY,Windy,Truck,Toyota,Model E,CRITICAL,1,2,False,,Senior
882,882,06/24/2024,,,,,,Female,Muddy,Windy,Sedan,Hyundai,Model D,serious,3,2,False,,
883,883,06-01-2023,,,,,20.0,Female,WET,Rain,Pickup,Ford,Model A,Serious,8,3,False,,Young
884,884,10-06-2021,,,,,60.0,Male,muddy,fog,Pickup,Chevrolet,Model B,minor,4,2,False,,Senior
885,885,09-09-2023,,,,,26.0,Female,Muddy,Fog,SUV,Hyundai,Model C,critical,2,1,False,,Adult
886,886,08-20-2022,,,,,64.0,Other,Wet,Clear,Motorcycle,Honda,Model D,MINOR,1,1,False,,Senior
887,887,12/05/2022,,,,,68.0,Other,WET,storm,Van,BMW,Model D,serious,7,3,False,,Elderly
888,888,03/16/2023,,,,,38.0,Male,WET,storm,Bus,Hyundai,Model A,CRITICAL,8,5,False,,Middle-aged
889,889,2024-01-23,Tuesday,1.0,2024.0,1.0,45.0,Female,DRY,rain,Car,BMW,Model D,Minor,8,5,False,Winter,Middle-aged
890,890,2024-02-01,Thursday,2.0,2024.0,1.0,19.0,Other,dry,snow,Truck,BMW,Model G,serious,7,0,False,Winter,Young
891,891,04/08/2023,,,,,,Female,dry,fog,SUV,BMW,Model C,critical,6,0,False,,
892,892,20/08/2022,,,,,,Female,muddy,Snow,SUV,Hyundai,Model H,Minor,8,4,False,,
893,893,18/04/2023,,,,,68.0,Female,wet,Fog,Bus,BMW,Model C,SERIOUS,5,0,False,,Elderly
894,894,2022-09-13,Tuesday,9.0,2022.0,3.0,156.0,Other,muddy,Sunny,Sedan,Hyundai,Model D,minor,4,1,False,Fall,
895,895,2024-09-10,Tuesday,9.0,2024.0,3.0,49.0,Female,muddy,Windy,Van,Volkswagen,Model H,critical,1,4,False,Fall,Middle-aged
896,896,17/05/2023,,,,,,Other,muddy,Sunny,Sedan,Volkswagen,Model C,MINOR,7,5,False,,
897,897,09/05/2024,,,,,66.0,Other,Icy,Fog,Motorcycle,BMW,Model A,SERIOUS,5,3,False,,Elderly
898,898,11/04/2023,,,,,52.0,Other,WET,rain,Sedan,Volkswagen,Model C,serious,7,4,False,,Senior
899,899,17/03/2021,,,,,82.0,Male,Icy,Clear,Van,Mercedes,Model B,CRITICAL,1,4,False,,Elderly
900,900,01/05/2024,,,,,71.0,Female,Dry,Storm,Bus,Toyota,Model C,Minor,3,4,False,,Elderly
901,901,24/05/2022,,,,,,Other,dry,Sunny,Motorcycle,Chevrolet,Model C,critical,1,2,False,,
902,902,08/18/2024,,,,,37.0,Other,ICY,Cloudy,Truck,Audi,Model C,SERIOUS,6,0,False,,Middle-aged
903,903,08-17-2024,,,,,,Other,ICY,Cloudy,Motorcycle,BMW,Model F,minor,1,5,False,,
904,904,2023-06-01,Thursday,6.0,2023.0,2.0,57.0,Male,DRY,snow,Motorcycle,Volkswagen,Model G,serious,1,4,False,Summer,Senior
905,905,07/21/2021,,,,,20.0,Male,muddy,Snow,Bus,Honda,Model H,Minor,6,3,False,,Young
906,906,03/04/2024,,,,,30.0,Other,Icy,Sunny,Truck,Honda,Model F,critical,4,2,False,,Adult
907,907,02/06/2023,,,,,78.0,Male,Wet,snow,SUV,Ford,Model F,CRITICAL,8,0,False,,Elderly
908,908,2023-10-22,Sunday,10.0,2023.0,4.0,46.0,Female,WET,Clear,SUV,BMW,Model A,Minor,1,2,True,Fall,Middle-aged
909,909,20/02/2021,,,,,79.0,Male,icy,windy,Car,Hyundai,Model D,Critical,6,3,False,,Elderly
910,910,2021-06-25,Friday,6.0,2021.0,2.0,82.0,Male,Dry,clear,Pickup,Chevrolet,Model D,MINOR,5,4,False,Summer,Elderly
911,911,18/10/2021,,,,,,Other,muddy,Clear,Bus,Mercedes,Model F,Minor,3,5,False,,
912,912,28/02/2022,,,,,,Female,ICY,Fog,Truck,Chevrolet,Model H,Critical,3,3,False,,
913,913,07/19/2021,,,,,65.0,Male,Dry,fog,Car,Ford,Model H,serious,1,2,False,,Senior
914,914,2022-09-07,Wednesday,9.0,2022.0,3.0,75.0,Male,Wet,Cloudy,Motorcycle,Volkswagen,Model A,serious,4,5,False,Fall,Elderly
915,915,2024-12-26,Thursday,12.0,2024.0,4.0,,Other,Muddy,snow,Bus,Nissan,Model A,Critical,4,3,False,Winter,
916,916,12/04/2022,,,,,47.0,Female,DRY,storm,Van,Hyundai,Model D,Minor,5,3,False,,Middle-aged
917,917,05/15/2022,,,,,31.0,Male,dry,Rain,Van,Chevrolet,Model C,minor,1,1,False,,Adult
918,918,24/05/2023,,,,,28.0,Female,Dry,Rain,SUV,Volkswagen,Model G,Serious,3,0,False,,Adult
919,919,10/04/2023,,,,,,Male,wet,Fog,SUV,Hyundai,Model E,critical,4,5,False,,
920,920,08/09/2024,,,,,,Male,icy,Cloudy,Car,Nissan,Model B,CRITICAL,1,3,False,,
921,921,11/06/2024,,,,,49.0,Male,muddy,Cloudy,Motorcycle,Nissan,Model E,Critical,7,4,False,,Middle-aged
922,922,05/30/2023,,,,,,Other,dry,Rain,Truck,Toyota,Model C,critical,4,0,False,,
923,923,12/12/2024,,,,,84.0,Other,Dry,clear,Van,Volkswagen,Model F,CRITICAL,6,4,False,,Elderly
924,924,07/28/2021,,,,,47.0,Female,DRY,Fog,Car,Mercedes,Model B,serious,7,5,False,,Middle-aged
925,925,08/02/2022,,,,,,Female,Muddy,Rain,Motorcycle,Hyundai,Model A,Minor,8,1,False,,
926,926,09/30/2023,,,,,61.0,Male,dry,Clear,Sedan,Toyota,Model E,SERIOUS,4,0,False,,Senior
927,927,05/06/2024,,,,,192.0,Male,icy,clear,Truck,Volkswagen,Model H,minor,3,4,False,,
928,928,12-22-2022,,,,,52.0,Female,ICY,rain,Motorcycle,Toyota,Model F,serious,2,3,False,,Senior
929,929,12/16/2024,,,,,80.0,Other,ICY,Windy,Sedan,Mercedes,Model B,Critical,7,2,False,,Elderly
930,930,2024-10-08,Tuesday,10.0,2024.0,4.0,48.0,Male,Icy,rain,Motorcycle,Hyundai,Model F,Minor,8,2,False,Fall,Middle-aged
931,931,2021-08-30,Monday,8.0,2021.0,3.0,83.0,Male,wet,Storm,Motorcycle,Volkswagen,Model E,minor,5,3,False,Summer,Elderly
932,932,2021-08-28,Saturday,8.0,2021.0,3.0,28.0,Female,Muddy,Snow,Sedan,Honda,Model G,Serious,5,4,True,Summer,Adult
933,933,2024-11-21,Thursday,11.0,2024.0,4.0,27.0,Other,dry,Fog,Sedan,Chevrolet,Model D,SERIOUS,3,1,False,Fall,Adult
934,934,07/03/2023,,,,,38.0,Female,icy,windy,Car,Nissan,Model G,SERIOUS,4,0,False,,Middle-aged
935,935,02/25/2023,,,,,43.0,Other,dry,rain,Truck,BMW,Model H,SERIOUS,1,2,False,,Middle-aged
936,936,14/08/2024,,,,,22.0,Male,wet,Storm,Pickup,Toyota,Model E,serious,4,0,False,,Young
937,937,08/12/2021,,,,,85.0,Other,Dry,Storm,Sedan,Ford,Model H,CRITICAL,3,3,False,,Elderly
938,938,10-07-2022,,,,,71.0,Female,Dry,Clear,Truck,Audi,Model A,MINOR,5,3,False,,Elderly
939,939,20/01/2021,,,,,73.0,Male,muddy,Windy,Motorcycle,BMW,Model C,SERIOUS,4,1,False,,Elderly
940,940,02/26/2023,,,,,52.0,Female,Wet,Snow,Van,Nissan,Model A,critical,5,4,False,,Senior
941,941,11/03/2024,,,,,65.0,Female,ICY,rain,Sedan,Ford,Model C,critical,7,2,False,,Senior
942,942,2021-12-09,Thursday,12.0,2021.0,4.0,55.0,Male,Wet,fog,Truck,Nissan,Model B,Serious,8,5,False,Winter,Senior
943,943,05/03/2021,,,,,65.0,Male,DRY,Storm,Pickup,BMW,Model F,serious,1,1,False,,Senior
944,944,03/08/2021,,,,,77.0,Female,WET,snow,Pickup,Audi,Model G,Serious,7,2,False,,Elderly
945,945,07/26/2023,,,,,,Other,WET,rain,Van,Honda,Model G,CRITICAL,5,1,False,,
946,946,2023-11-13,Monday,11.0,2023.0,4.0,35.0,Female,ICY,fog,Sedan,Chevrolet,Model D,MINOR,5,20,False,Fall,Adult
947,947,08-22-2021,,,,,,Male,wet,snow,SUV,Mercedes,Model E,serious,2,2,False,,
948,948,16/01/2024,,,,,58.0,Male,ICY,Rain,Pickup,Honda,Model E,CRITICAL,2,5,False,,Senior
949,949,06/23/2023,,,,,26.0,Female,Wet,Sunny,Sedan,Chevrolet,Model B,Critical,7,1,False,,Adult
950,950,31/08/2024,,,,,144.0,Female,DRY,Fog,Car,Audi,Model E,minor,6,1,False,,
951,951,08/03/2021,,,,,,Female,icy,Fog,Sedan,Mercedes,Model E,Minor,7,3,False,,
952,952,06-28-2021,,,,,,Other,Icy,storm,Sedan,Audi,Model H,CRITICAL,2,2,False,,
953,953,2022-05-01,Sunday,5.0,2022.0,2.0,77.0,Female,wet,Snow,Motorcycle,Mercedes,Model C,CRITICAL,5,4,True,Spring,Elderly
954,954,04/19/2024,,,,,46.0,Other,wet,fog,Motorcycle,Nissan,Model F,Critical,3,5,False,,Middle-aged
955,955,2023-05-27,Saturday,5.0,2023.0,2.0,144.0,Female,wet,clear,SUV,BMW,Model F,critical,7,3,True,Spring,
956,956,10-13-2021,,,,,72.0,Other,muddy,Windy,Car,Mercedes,Model A,CRITICAL,5,3,False,,Elderly
957,957,13/03/2024,,,,,69.0,Female,icy,snow,Van,Toyota,Model B,MINOR,3,0,False,,Elderly
958,958,2024-01-09,Tuesday,1.0,2024.0,1.0,43.0,Female,wet,Snow,Sedan,Toyota,Model D,CRITICAL,3,1,False,Winter,Middle-aged
959,959,12-12-2024,,,,,,Other,wet,Fog,Pickup,BMW,Model H,serious,2,0,False,,
960,960,11/20/2023,,,,,,Other,DRY,Storm,SUV,Mercedes,Model D,Serious,7,1,False,,
961,961,04-23-2023,,,,,51.0,Male,Dry,Storm,Pickup,Toyota,Model C,MINOR,4,21,False,,Senior
962,962,17/09/2021,,,,,84.0,Female,ICY,snow,Bus,Toyota,Model F,Critical,1,1,False,,Elderly
963,963,10-27-2021,,,,,60.0,Other,dry,windy,Pickup,Hyundai,Model D,minor,2,3,False,,Senior
964,964,16/10/2024,,,,,53.0,Male,ICY,sunny,Sedan,Ford,Model A,minor,2,4,False,,Senior
965,965,19/07/2024,,,,,78.0,Male,icy,fog,Pickup,BMW,Model F,Critical,4,2,False,,Elderly
966,966,2023-07-15,Saturday,7.0,2023.0,3.0,,Male,Wet,fog,Van,Mercedes,Model D,MINOR,1,4,True,Summer,
967,967,07-10-2021,,,,,,Other,WET,Cloudy,Van,Nissan,Model C,Minor,5,4,False,,
968,968,01/26/2023,,,,,,Male,Muddy,Cloudy,SUV,Chevrolet,Model H,critical,6,1,False,,
969,969,07-10-2021,,,,,,Female,Muddy,Storm,Sedan,Volkswagen,Model C,CRITICAL,7,3,False,,
970,970,01/04/2023,,,,,36.0,Other,dry,clear,SUV,BMW,Model F,MINOR,6,2,False,,Middle-aged
971,971,05/30/2023,,,,,,Male,WET,snow,Van,Hyundai,Model D,serious,5,4,False,,
972,972,08/04/2022,,,,,24.0,Other,ICY,Storm,Pickup,Toyota,Model D,Critical,8,0,False,,Young
973,973,09-21-2023,,,,,,Other,Wet,Rain,SUV,Hyundai,Model H,SERIOUS,2,4,False,,
974,974,2021-04-05,Monday,4.0,2021.0,2.0,78.0,Female,Dry,Clear,Bus,Ford,Model D,MINOR,1,5,False,Spring,Elderly
975,975,2023-07-31,Monday,7.0,2023.0,3.0,33.0,Other,muddy,snow,Car,Ford,Model F,SERIOUS,2,0,False,Summer,Adult
976,976,20/11/2021,,,,,,Other,muddy,windy,Bus,Ford,Model E,serious,3,4,False,,
977,977,2023-05-27,Saturday,5.0,2023.0,2.0,78.0,Other,muddy,windy,Truck,Toyota,Model E,CRITICAL,2,2,True,Spring,Elderly
978,978,11/11/2024,,,,,58.0,Other,muddy,sunny,Van,Ford,Model A,minor,2,4,False,,Senior
979,979,2022-07-16,Saturday,7.0,2022.0,3.0,45.0,Male,icy,Windy,Van,Ford,Model H,Serious,5,0,True,Summer,Middle-aged
980,980,09/01/2023,,,,,53.0,Male,dry,Sunny,Van,Ford,Model D,SERIOUS,5,2,False,,Senior
981,981,2024-08-21,Wednesday,8.0,2024.0,3.0,74.0,Male,muddy,sunny,Sedan,Audi,Model E,minor,5,1,False,Summer,Elderly
982,982,03-23-2023,,,,,33.0,Male,Muddy,storm,Bus,Honda,Model B,Minor,6,1,False,,Adult
983,983,05/30/2023,,,,,62.0,Other,Wet,Storm,Bus,Toyota,Model D,MINOR,3,0,False,,Senior
984,984,2023-09-04,Monday,9.0,2023.0,3.0,,Female,Icy,storm,Bus,Chevrolet,Model H,MINOR,8,2,False,Fall,
985,985,2024-04-30,Tuesday,4.0,2024.0,2.0,62.0,Female,ICY,Sunny,SUV,Volkswagen,Model H,Critical,8,4,False,Spring,Senior
986,986,24/10/2024,,,,,42.0,Other,WET,Fog,Bus,Ford,Model H,minor,5,5,False,,Middle-aged
987,987,12/05/2022,,,,,19.0,Other,ICY,snow,Truck,Hyundai,Model G,Serious,1,5,False,,Young
988,988,28/09/2021,,,,,,Male,ICY,clear,Car,Nissan,Model B,critical,6,1,False,,
989,989,02/07/2021,,,,,57.0,Other,muddy,sunny,Pickup,Chevrolet,Model G,Serious,4,0,False,,Senior
990,990,04/10/2022,,,,,50.0,Female,wet,Snow,Van,Toyota,Model G,CRITICAL,1,3,False,,Middle-aged
991,991,02/23/2023,,,,,154.0,Female,ICY,Storm,SUV,Ford,Model H,Serious,7,1,False,,
992,992,2024-10-18,Friday,10.0,2024.0,4.0,,Female,DRY,cloudy,SUV,Volkswagen,Model F,SERIOUS,7,1,False,Fall,
993,993,12/23/2023,,,,,23.0,Other,Muddy,cloudy,Van,Hyundai,Model D,CRITICAL,1,1,False,,Young
994,994,12/21/2022,,,,,53.0,Female,Muddy,Snow,SUV,Audi,Model H,CRITICAL,5,4,False,,Senior
995,995,24/04/2023,,,,,21.0,Male,Muddy,storm,Truck,Ford,Model B,Critical,4,4,False,,Young
996,996,2022-03-21,Monday,3.0,2022.0,1.0,76.0,Other,DRY,Snow,SUV,Honda,Model D,serious,4,1,False,Spring,Elderly
997,997,2021-07-25,Sunday,7.0,2021.0,3.0,31.0,Other,Muddy,Rain,Truck,Mercedes,Model D,Critical,6,0,True,Summer,Adult
998,998,10/09/2021,,,,,,Other,ICY,Cloudy,SUV,Toyota,Model F,MINOR,4,5,False,,
999,999,30/05/2023,,,,,,Female,ICY,Windy,SUV,Nissan,Model G,critical,7,1,False,,
1000,1000,22/07/2022,,,,,40.0,Female,Icy,Fog,Pickup,Volkswagen,Model A,critical,3,2,False,,Middle-aged
1001,1001,05-15-2024,,,,,71.0,Male,Muddy,rain,Bus,Ford,Model E,serious,5,1,False,,Elderly
1002,1002,2024-11-15,Friday,11.0,2024.0,4.0,74.0,Male,Dry,Fog,Motorcycle,Nissan,Model F,MINOR,4,0,False,Fall,Elderly
1003,1003,10/09/2024,,,,,30.0,Female,wet,clear,Sedan,Toyota,Model E,CRITICAL,6,3,False,,Adult
1004,1004,05/27/2024,,,,,42.0,Other,icy,storm,Bus,BMW,Model E,Minor,7,1,False,,Middle-aged
1005,1005,04/22/2021,,,,,60.0,Other,WET,cloudy,Motorcycle,Hyundai,Model H,MINOR,3,5,False,,Senior
1006,1006,2023-03-02,Thursday,3.0,2023.0,1.0,58.0,Female,Muddy,Rain,Car,Nissan,Model D,Critical,2,1,False,Spring,Senior
