incident_id,incident_date,driver_age,road_conditions,weather_conditions,accident_severity,number_of_vehicles,number_of_fatalities
593,04/02/2023,25.0,ICY,Rain,SERIOUS,1,4
594,05/19/2021,31.0,Dry,Sunny,SERIOUS,6,1
595,06/04/2024,55.0,DRY,Cloudy,minor,5,1
596,01/04/2021,25.0,WET,rain,minor,7,5
597,2024-08-09,,ICY,storm,Serious,3,4
598,11/03/2024,24.0,Icy,fog,MINOR,4,4
599,2021-10-04,81.0,Wet,Cloudy,CRITICAL,1,5
600,2023-07-27,,wet,Rain,Minor,4,1
601,2022-02-17,37.0,Wet,snow,MINOR,7,4
602,13/02/2022,18.0,WET,cloudy,MINOR,5,0
603,09/28/2022,43.0,wet,clear,serious,5,2
604,2022-06-03,,DRY,clear,SERIOUS,8,1
605,2024-08-17,,ICY,cloudy,Minor,7,1
606,02/01/2023,30.0,Wet,Clear,SERIOUS,1,2
607,04/09/2024,,dry,Rain,Minor,8,2
608,24/01/2023,,icy,Storm,minor,3,2
609,20/06/2023,,Muddy,windy,CRITICAL,8,4
610,01-18-2022,33.0,Icy,cloudy,critical,2,1
611,30/11/2023,41.0,DRY,Fog,Minor,1,0
612,2023-05-20,51.0,muddy,storm,minor,2,2
613,18/05/2024,33.0,DRY,Storm,MINOR,7,3
614,25/08/2022,41.0,wet,fog,Minor,6,0
615,15/09/2024,,ICY,sunny,critical,2,1
616,2023-05-23,83.0,DRY,clear,critical,3,3
617,29/06/2023,78.0,Muddy,Rain,Critical,8,0
618,24/12/2022,30.0,muddy,Storm,CRITICAL,6,3
619,08/02/2024,53.0,ICY,Clear,serious,8,4
620,07-29-2024,31.0,Muddy,Clear,Critical,2,2
621,24/11/2021,36.0,dry,Cloudy,serious,8,1
622,29/05/2024,,Muddy,Fog,Serious,7,4
623,2021-09-16,19.0,DRY,fog,Minor,6,1
624,14/08/2024,199.0,Muddy,storm,SERIOUS,7,3
625,2024-03-07,63.0,ICY,windy,serious,2,0
626,11/11/2021,76.0,WET,Clear,Minor,7,0
627,06/07/2021,63.0,wet,Fog,Critical,3,3
628,08/23/2024,44.0,ICY,storm,SERIOUS,2,4
629,17/01/2022,67.0,DRY,sunny,serious,2,2
630,2024-02-25,37.0,Muddy,sunny,Minor,2,4
631,18/06/2022,61.0,wet,sunny,MINOR,1,4
632,06/07/2024,35.0,Wet,Cloudy,SERIOUS,8,5
633,2021-09-09,56.0,icy,Sunny,critical,1,4
634,06/01/2021,79.0,icy,Fog,CRITICAL,1,1
635,06-29-2021,41.0,Muddy,snow,Critical,3,5
636,29/09/2024,85.0,wet,rain,MINOR,6,5
637,16/01/2024,62.0,icy,clear,SERIOUS,8,1
638,11/19/2021,26.0,muddy,Windy,MINOR,7,3
639,11/01/2023,,Dry,Sunny,Critical,5,1
640,16/02/2022,30.0,Wet,cloudy,critical,2,0
641,2023-10-09,78.0,Wet,windy,Minor,7,4
642,02-09-2024,48.0,Muddy,clear,MINOR,2,1
643,23/09/2021,,Icy,windy,Critical,3,4
644,09/26/2022,67.0,Muddy,Storm,Minor,2,3
645,04/22/2023,26.0,muddy,clear,Minor,1,3
646,12/10/2022,,Icy,clear,minor,8,0
647,24/10/2024,129.0,Dry,Fog,MINOR,5,1
648,04/02/2024,21.0,muddy,fog,minor,4,0
649,09/22/2021,75.0,WET,snow,CRITICAL,2,1
650,12/09/2021,43.0,icy,storm,critical,7,5
651,11/28/2021,,dry,Fog,MINOR,1,1
652,11/29/2023,46.0,DRY,sunny,serious,4,2
653,24/07/2024,,Dry,Cloudy,MINOR,5,4
654,07/04/2024,,icy,snow,Serious,4,5
655,12/12/2021,42.0,Wet,snow,serious,1,0
656,07-02-2024,,Wet,Fog,SERIOUS,8,1
657,2024-02-29,,WET,Sunny,serious,8,1
658,2021-02-28,22.0,Wet,windy,critical,6,2
659,06/08/2024,64.0,DRY,Snow,SERIOUS,8,0
660,08/03/2022,27.0,muddy,Clear,minor,6,0
661,2024-08-01,85.0,Dry,clear,Serious,4,2
662,07/08/2024,78.0,dry,Fog,CRITICAL,3,1
663,05/17/2022,35.0,Muddy,fog,minor,7,4
664,30/05/2021,66.0,ICY,rain,SERIOUS,7,2
665,02/05/2023,34.0,ICY,Cloudy,CRITICAL,4,5
666,2024-05-27,33.0,DRY,sunny,serious,2,5
667,10-16-2022,60.0,dry,Rain,Serious,2,2
668,09/25/2021,,DRY,Sunny,serious,8,19
669,11/05/2022,50.0,icy,snow,CRITICAL,7,2
670,2022-05-23,38.0,dry,Storm,MINOR,7,0
671,14/04/2021,48.0,DRY,Clear,Minor,6,5
672,06-14-2024,82.0,muddy,sunny,critical,3,5
673,11/02/2022,32.0,Icy,Snow,critical,1,2
674,11/23/2021,51.0,Wet,Snow,Minor,2,2
675,24/09/2022,173.0,ICY,windy,serious,7,19
676,03/17/2023,25.0,Muddy,snow,minor,6,3
677,2022-12-24,,wet,Clear,Critical,5,4
678,07-31-2022,25.0,icy,Windy,MINOR,6,5
679,22/08/2023,,icy,windy,MINOR,2,1
680,08-09-2021,,Muddy,sunny,serious,2,2
681,06/04/2023,22.0,Dry,storm,minor,6,5
682,13/03/2024,71.0,DRY,cloudy,Critical,1,2
683,2022-08-15,28.0,WET,snow,Critical,4,5
684,10-30-2023,34.0,Dry,fog,minor,2,0
685,30/06/2024,124.0,Dry,Fog,serious,6,1
686,07/18/2021,62.0,Dry,Fog,MINOR,7,0
687,19/01/2023,47.0,Muddy,Fog,Serious,6,0
688,09/11/2023,,muddy,sunny,Critical,3,16
689,2021-03-21,,muddy,sunny,Serious,4,2
690,11/14/2022,66.0,Muddy,clear,Critical,5,1
691,2023-11-22,79.0,wet,sunny,CRITICAL,1,4
692,09/06/2024,,Icy,fog,CRITICAL,8,0
693,16/06/2024,73.0,wet,Clear,Serious,5,1
694,11/20/2022,32.0,ICY,Fog,Serious,4,3
695,02/27/2024,65.0,Muddy,Cloudy,critical,4,3
696,2024-10-11,25.0,wet,Storm,serious,4,3
697,05-04-2023,,Icy,Cloudy,CRITICAL,5,1
698,11/10/2024,,Dry,Fog,critical,7,1
699,09/04/2024,,wet,windy,minor,4,3
700,16/04/2021,23.0,DRY,fog,serious,6,2
701,07/12/2024,151.0,DRY,Snow,Minor,5,0
702,2024-10-26,34.0,muddy,Windy,Minor,8,4
703,18/03/2024,58.0,wet,Snow,Serious,4,1
704,08/02/2021,49.0,ICY,Rain,Critical,6,0
705,26/04/2023,68.0,Muddy,Fog,SERIOUS,7,1
706,06-06-2024,27.0,DRY,Rain,MINOR,3,2
707,05/08/2021,,DRY,Rain,Critical,7,5
708,18/09/2024,63.0,WET,fog,Critical,8,1
709,12/21/2021,74.0,DRY,clear,minor,4,3
710,10/16/2024,55.0,Dry,Snow,CRITICAL,8,1
711,11-20-2024,52.0,icy,cloudy,serious,5,1
712,26/07/2022,31.0,DRY,Windy,SERIOUS,2,1
713,09-02-2022,,wet,Windy,serious,4,2
714,29/09/2023,80.0,Icy,clear,Critical,2,4
715,07/15/2022,35.0,Dry,cloudy,Critical,6,1
716,03-20-2023,57.0,wet,windy,critical,3,3
717,2022-08-18,65.0,icy,snow,MINOR,1,5
718,11/06/2021,22.0,DRY,fog,SERIOUS,8,3
719,10/06/2022,76.0,icy,rain,CRITICAL,7,2
720,01/09/2024,124.0,WET,fog,SERIOUS,3,4
721,08/12/2021,56.0,WET,Clear,Serious,4,2
722,03/10/2024,53.0,icy,clear,CRITICAL,2,1
723,2022-04-22,20.0,ICY,Windy,CRITICAL,7,5
724,04-27-2023,23.0,Dry,clear,CRITICAL,2,3
725,2021-10-09,,Muddy,Cloudy,Critical,5,1
726,02/02/2024,24.0,WET,Windy,Critical,2,2
727,08/30/2024,164.0,wet,Cloudy,minor,5,18
728,13/02/2022,61.0,icy,fog,SERIOUS,6,0
729,08/08/2022,45.0,dry,clear,CRITICAL,7,2
730,2024-03-21,73.0,dry,Windy,CRITICAL,7,4
731,18/03/2021,25.0,ICY,rain,SERIOUS,1,4
732,27/12/2021,54.0,Muddy,cloudy,Minor,4,2
733,25/03/2023,77.0,Dry,clear,critical,5,3
734,16/08/2022,84.0,DRY,rain,CRITICAL,1,0
735,03/09/2024,77.0,Icy,Rain,serious,2,3
736,07/20/2023,34.0,dry,Fog,Serious,2,4
737,10/02/2021,53.0,icy,snow,MINOR,1,3
738,08/19/2021,,wet,windy,CRITICAL,7,1
739,2022-01-17,,DRY,Sunny,Minor,2,0
740,11-22-2022,68.0,DRY,snow,MINOR,8,3
741,12/26/2021,,Icy,rain,Serious,6,0
742,26/05/2023,50.0,muddy,Cloudy,minor,6,0
743,2024-10-02,19.0,Icy,rain,serious,8,4
744,10/15/2021,,DRY,storm,critical,1,0
745,2023-02-25,51.0,icy,Snow,MINOR,8,4
746,01/07/2022,20.0,wet,Snow,serious,5,1
747,2024-03-19,63.0,Dry,rain,SERIOUS,5,3
748,31/08/2024,45.0,Wet,snow,CRITICAL,1,2
749,2024-09-29,28.0,DRY,sunny,serious,8,5
750,2022-09-21,58.0,muddy,storm,MINOR,5,5
751,11-06-2024,51.0,icy,Rain,Minor,7,3
752,09-29-2022,81.0,Muddy,windy,critical,8,3
753,23/01/2023,,Muddy,sunny,CRITICAL,7,4
754,10-01-2021,24.0,icy,Snow,MINOR,5,4
755,02/05/2023,,dry,fog,SERIOUS,6,0
756,01-06-2024,82.0,Dry,sunny,serious,5,0
757,10/25/2024,23.0,Dry,windy,MINOR,7,5
758,04/07/2023,51.0,muddy,windy,minor,3,23
759,2024-03-01,165.0,DRY,rain,CRITICAL,4,0
760,27/01/2024,150.0,Icy,Sunny,minor,2,4
761,2024-01-05,74.0,Icy,clear,Minor,8,0
762,03/11/2022,,Wet,storm,SERIOUS,3,1
763,2024-10-25,,Icy,sunny,Critical,5,2
764,04/09/2024,,Icy,Fog,minor,6,5
765,04/24/2021,71.0,wet,Snow,MINOR,1,3
766,04/29/2021,,Icy,Fog,Serious,5,3
767,02-14-2021,21.0,WET,sunny,Minor,6,2
768,2024-03-30,60.0,DRY,Cloudy,CRITICAL,4,5
769,18/05/2023,65.0,WET,Windy,Minor,5,5
770,04/05/2021,21.0,muddy,clear,Critical,7,4
771,2023-08-25,,WET,storm,MINOR,1,3
772,2023-04-18,,wet,Fog,Serious,6,5
773,10/05/2021,21.0,DRY,rain,MINOR,6,3
774,05/11/2023,,Icy,Fog,MINOR,6,2
775,02-13-2023,,icy,snow,Critical,4,5
776,2024-01-10,83.0,Muddy,windy,Minor,5,1
777,2022-12-14,45.0,Wet,Rain,Serious,4,1
778,06/01/2024,37.0,DRY,Cloudy,MINOR,8,2
779,04-02-2022,28.0,Dry,Cloudy,critical,2,5
780,08/07/2023,46.0,Wet,fog,critical,2,4
781,2022-04-16,71.0,Wet,storm,critical,8,0
782,2022-12-10,85.0,Icy,windy,SERIOUS,5,2
783,01/22/2022,85.0,wet,rain,CRITICAL,7,0
784,09-14-2024,42.0,Wet,clear,MINOR,4,3
785,2021-02-02,49.0,Wet,cloudy,serious,1,5
786,2021-05-18,64.0,icy,Storm,critical,6,1
787,03-10-2021,,ICY,windy,SERIOUS,6,2
788,17/05/2022,48.0,wet,Snow,CRITICAL,5,5
789,04-25-2022,70.0,ICY,windy,MINOR,7,2
790,14/10/2021,82.0,ICY,Windy,critical,2,4
791,03-25-2024,,muddy,Storm,critical,2,3
792,2022-10-19,47.0,DRY,sunny,critical,6,4
793,10/21/2021,34.0,Dry,Storm,SERIOUS,5,2
794,2022-07-18,70.0,Dry,Snow,critical,4,0
795,04/26/2024,51.0,ICY,clear,Serious,2,0
796,25/05/2023,33.0,Dry,snow,Critical,4,2
797,12-07-2022,,Wet,rain,serious,7,5
798,15/10/2022,81.0,WET,Storm,SERIOUS,2,4
799,09/07/2022,41.0,Muddy,Clear,MINOR,2,5
800,04-07-2022,135.0,ICY,cloudy,serious,3,3
801,04/29/2021,78.0,DRY,Storm,Minor,2,3
802,02/10/2021,22.0,WET,storm,Minor,8,2
803,11-08-2022,141.0,WET,cloudy,Minor,1,0
804,07/09/2021,85.0,ICY,Fog,MINOR,8,1
805,02-12-2023,63.0,Icy,Rain,CRITICAL,5,2
806,01-21-2022,,dry,Sunny,SERIOUS,5,5
807,03/21/2022,55.0,Wet,Rain,critical,4,4
808,2021-02-01,,Icy,Cloudy,CRITICAL,8,5
809,25/01/2022,31.0,Muddy,Rain,MINOR,8,2
810,09-08-2023,165.0,Muddy,Fog,CRITICAL,8,1
811,03-24-2023,75.0,icy,windy,Critical,7,12
812,02/19/2023,79.0,WET,snow,serious,2,12
813,01/07/2023,83.0,Dry,Sunny,Minor,1,1
814,20/08/2023,,wet,snow,critical,4,4
815,21/02/2022,65.0,WET,Fog,Serious,8,2
816,02/27/2024,59.0,Icy,sunny,MINOR,8,4
817,02/08/2024,53.0,DRY,Cloudy,MINOR,3,0
818,2021-11-09,56.0,wet,Snow,critical,4,5
819,04/17/2022,186.0,Icy,storm,serious,8,2
820,02/09/2024,72.0,muddy,clear,critical,4,5
821,09/28/2023,40.0,DRY,clear,Serious,2,2
822,11/12/2021,146.0,Wet,sunny,Critical,3,3
823,10-14-2021,58.0,Icy,clear,Critical,4,1
824,01/16/2024,,Wet,Storm,serious,1,3
825,06-02-2021,53.0,Icy,cloudy,serious,1,1
826,2023-04-25,39.0,Dry,clear,serious,5,1
827,2024-07-15,31.0,dry,Windy,Serious,3,5
828,2024-12-19,36.0,ICY,fog,CRITICAL,3,5
829,24/03/2022,,wet,Windy,SERIOUS,5,3
830,06-19-2024,39.0,dry,sunny,serious,4,4
831,12/09/2024,,WET,fog,Minor,3,5
832,04/02/2024,42.0,icy,windy,Critical,1,1
833,17/07/2022,,dry,Fog,minor,1,0
834,10-26-2023,146.0,DRY,fog,minor,8,1
835,2022-01-03,72.0,icy,Clear,CRITICAL,2,2
836,17/07/2021,76.0,Muddy,Cloudy,MINOR,3,3
837,06/23/2024,33.0,DRY,Rain,CRITICAL,4,5
838,2023-03-24,51.0,ICY,sunny,MINOR,5,0
839,12/04/2023,,Dry,Clear,Minor,5,1
840,2024-11-28,,WET,Snow,CRITICAL,4,3
841,01/11/2024,63.0,ICY,Windy,minor,7,2
842,23/08/2024,46.0,icy,Windy,critical,6,3
843,02/16/2023,82.0,muddy,Snow,SERIOUS,2,3
844,2024-12-10,83.0,Icy,Clear,Minor,5,3
845,10/21/2023,58.0,icy,clear,Serious,3,3
846,07/15/2021,132.0,wet,rain,SERIOUS,2,2
847,11/18/2024,58.0,ICY,Windy,Minor,3,4
848,02/06/2021,,Icy,Snow,minor,7,4
849,18/01/2024,22.0,wet,Windy,MINOR,1,4
850,2022-10-07,49.0,Icy,Sunny,minor,2,3
851,03-01-2022,,Wet,Fog,Minor,8,3
852,27/03/2023,43.0,muddy,clear,serious,5,2
853,2024-02-29,41.0,ICY,cloudy,serious,2,5
854,03/08/2023,43.0,dry,Fog,Critical,2,1
855,10/14/2021,84.0,ICY,Cloudy,minor,2,4
856,2022-12-10,18.0,icy,cloudy,CRITICAL,6,1
857,2023-06-15,44.0,wet,rain,MINOR,2,1
858,06-05-2021,153.0,icy,storm,Minor,3,3
859,24/03/2023,48.0,wet,windy,Critical,1,0
860,07/22/2024,41.0,Dry,sunny,Minor,7,1
861,30/12/2022,55.0,Dry,Storm,critical,4,3
862,01/16/2022,68.0,muddy,Cloudy,Minor,2,3
863,20/06/2024,55.0,DRY,Snow,CRITICAL,5,2
864,2021-05-31,,wet,sunny,CRITICAL,2,0
865,11/12/2021,,wet,rain,minor,5,3
866,09/03/2023,54.0,muddy,Sunny,Minor,3,2
867,11/01/2021,49.0,icy,rain,serious,5,4
868,2022-07-07,77.0,wet,Fog,Serious,8,1
869,2021-06-28,62.0,muddy,storm,minor,4,0
870,07/09/2023,79.0,WET,Cloudy,serious,1,3
871,03/07/2021,70.0,icy,Snow,Minor,5,5
872,05/09/2024,154.0,Icy,snow,MINOR,5,0
873,28/04/2023,70.0,dry,windy,Serious,1,0
874,02/20/2024,,Wet,Snow,SERIOUS,4,5
875,14/12/2021,58.0,Wet,cloudy,SERIOUS,2,4
876,07/05/2022,72.0,Icy,Fog,SERIOUS,5,5
877,10/06/2023,52.0,dry,Sunny,Critical,1,3
878,06-07-2021,23.0,Icy,Sunny,serious,8,2
879,13/10/2023,39.0,WET,sunny,critical,8,1
880,2021-08-08,32.0,wet,Cloudy,Critical,3,2
881,14/01/2021,60.0,ICY,Windy,CRITICAL,1,2
882,06/24/2024,,Muddy,Windy,serious,3,2
883,06-01-2023,20.0,WET,Rain,Serious,8,3
884,10-06-2021,60.0,muddy,fog,minor,4,2
885,09-09-2023,26.0,Muddy,Fog,critical,2,1
886,08-20-2022,64.0,Wet,Clear,MINOR,1,1
887,12/05/2022,68.0,WET,storm,serious,7,3
888,03/16/2023,38.0,WET,storm,CRITICAL,8,5
889,2024-01-23,45.0,DRY,rain,Minor,8,5
890,2024-02-01,19.0,dry,snow,serious,7,0
891,04/08/2023,,dry,fog,critical,6,0
892,20/08/2022,,muddy,Snow,Minor,8,4
893,18/04/2023,68.0,wet,Fog,SERIOUS,5,0
894,2022-09-13,156.0,muddy,Sunny,minor,4,1
895,2024-09-10,49.0,muddy,Windy,critical,1,4
896,17/05/2023,,muddy,Sunny,MINOR,7,5
897,09/05/2024,66.0,Icy,Fog,SERIOUS,5,3
898,11/04/2023,52.0,WET,rain,serious,7,4
899,17/03/2021,82.0,Icy,Clear,CRITICAL,1,4
900,01/05/2024,71.0,Dry,Storm,Minor,3,4
901,24/05/2022,,dry,Sunny,critical,1,2
902,08/18/2024,37.0,ICY,Cloudy,SERIOUS,6,0
903,08-17-2024,,ICY,Cloudy,minor,1,5
904,2023-06-01,57.0,DRY,snow,serious,1,4
905,07/21/2021,20.0,muddy,Snow,Minor,6,3
906,03/04/2024,30.0,Icy,Sunny,critical,4,2
907,02/06/2023,78.0,Wet,snow,CRITICAL,8,0
908,2023-10-22,46.0,WET,Clear,Minor,1,2
909,20/02/2021,79.0,icy,windy,Critical,6,3
910,2021-06-25,82.0,Dry,clear,MINOR,5,4
911,18/10/2021,,muddy,Clear,Minor,3,5
912,28/02/2022,,ICY,Fog,Critical,3,3
913,07/19/2021,65.0,Dry,fog,serious,1,2
914,2022-09-07,75.0,Wet,Cloudy,serious,4,5
915,2024-12-26,,Muddy,snow,Critical,4,3
916,12/04/2022,47.0,DRY,storm,Minor,5,3
917,05/15/2022,31.0,dry,Rain,minor,1,1
918,24/05/2023,28.0,Dry,Rain,Serious,3,0
919,10/04/2023,,wet,Fog,critical,4,5
920,08/09/2024,,icy,Cloudy,CRITICAL,1,3
921,11/06/2024,49.0,muddy,Cloudy,Critical,7,4
922,05/30/2023,,dry,Rain,critical,4,0
923,12/12/2024,84.0,Dry,clear,CRITICAL,6,4
924,07/28/2021,47.0,DRY,Fog,serious,7,5
925,08/02/2022,,Muddy,Rain,Minor,8,1
926,09/30/2023,61.0,dry,Clear,SERIOUS,4,0
927,05/06/2024,192.0,icy,clear,minor,3,4
928,12-22-2022,52.0,ICY,rain,serious,2,3
929,12/16/2024,80.0,ICY,Windy,Critical,7,2
930,2024-10-08,48.0,Icy,rain,Minor,8,2
931,2021-08-30,83.0,wet,Storm,minor,5,3
932,2021-08-28,28.0,Muddy,Snow,Serious,5,4
933,2024-11-21,27.0,dry,Fog,SERIOUS,3,1
934,07/03/2023,38.0,icy,windy,SERIOUS,4,0
935,02/25/2023,43.0,dry,rain,SERIOUS,1,2
936,14/08/2024,22.0,wet,Storm,serious,4,0
937,08/12/2021,85.0,Dry,Storm,CRITICAL,3,3
938,10-07-2022,71.0,Dry,Clear,MINOR,5,3
939,20/01/2021,73.0,muddy,Windy,SERIOUS,4,1
940,02/26/2023,52.0,Wet,Snow,critical,5,4
941,11/03/2024,65.0,ICY,rain,critical,7,2
942,2021-12-09,55.0,Wet,fog,Serious,8,5
943,05/03/2021,65.0,DRY,Storm,serious,1,1
944,03/08/2021,77.0,WET,snow,Serious,7,2
945,07/26/2023,,WET,rain,CRITICAL,5,1
946,2023-11-13,35.0,ICY,fog,MINOR,5,20
947,08-22-2021,,wet,snow,serious,2,2
948,16/01/2024,58.0,ICY,Rain,CRITICAL,2,5
949,06/23/2023,26.0,Wet,Sunny,Critical,7,1
950,31/08/2024,144.0,DRY,Fog,minor,6,1
951,08/03/2021,,icy,Fog,Minor,7,3
952,06-28-2021,,Icy,storm,CRITICAL,2,2
953,2022-05-01,77.0,wet,Snow,CRITICAL,5,4
954,04/19/2024,46.0,wet,fog,Critical,3,5
955,2023-05-27,144.0,wet,clear,critical,7,3
956,10-13-2021,72.0,muddy,Windy,CRITICAL,5,3
957,13/03/2024,69.0,icy,snow,MINOR,3,0
958,2024-01-09,43.0,wet,Snow,CRITICAL,3,1
959,12-12-2024,,wet,Fog,serious,2,0
960,11/20/2023,,DRY,Storm,Serious,7,1
961,04-23-2023,51.0,Dry,Storm,MINOR,4,21
962,17/09/2021,84.0,ICY,snow,Critical,1,1
963,10-27-2021,60.0,dry,windy,minor,2,3
964,16/10/2024,53.0,ICY,sunny,minor,2,4
965,19/07/2024,78.0,icy,fog,Critical,4,2
966,2023-07-15,,Wet,fog,MINOR,1,4
967,07-10-2021,,WET,Cloudy,Minor,5,4
968,01/26/2023,,Muddy,Cloudy,critical,6,1
969,07-10-2021,,Muddy,Storm,CRITICAL,7,3
970,01/04/2023,36.0,dry,clear,MINOR,6,2
971,05/30/2023,,WET,snow,serious,5,4
972,08/04/2022,24.0,ICY,Storm,Critical,8,0
973,09-21-2023,,Wet,Rain,SERIOUS,2,4
974,2021-04-05,78.0,Dry,Clear,MINOR,1,5
975,2023-07-31,33.0,muddy,snow,SERIOUS,2,0
976,20/11/2021,,muddy,windy,serious,3,4
977,2023-05-27,78.0,muddy,windy,CRITICAL,2,2
978,11/11/2024,58.0,muddy,sunny,minor,2,4
979,2022-07-16,45.0,icy,Windy,Serious,5,0
980,09/01/2023,53.0,dry,Sunny,SERIOUS,5,2
981,2024-08-21,74.0,muddy,sunny,minor,5,1
982,03-23-2023,33.0,Muddy,storm,Minor,6,1
983,05/30/2023,62.0,Wet,Storm,MINOR,3,0
984,2023-09-04,,Icy,storm,MINOR,8,2
985,2024-04-30,62.0,ICY,Sunny,Critical,8,4
986,24/10/2024,42.0,WET,Fog,minor,5,5
987,12/05/2022,19.0,ICY,snow,Serious,1,5
988,28/09/2021,,ICY,clear,critical,6,1
989,02/07/2021,57.0,muddy,sunny,Serious,4,0
990,04/10/2022,50.0,wet,Snow,CRITICAL,1,3
991,02/23/2023,154.0,ICY,Storm,Serious,7,1
992,2024-10-18,,DRY,cloudy,SERIOUS,7,1
993,12/23/2023,23.0,Muddy,cloudy,CRITICAL,1,1
994,12/21/2022,53.0,Muddy,Snow,CRITICAL,5,4
995,24/04/2023,21.0,Muddy,storm,Critical,4,4
996,2022-03-21,76.0,DRY,Snow,serious,4,1
997,2021-07-25,31.0,Muddy,Rain,Critical,6,0
998,10/09/2021,,ICY,Cloudy,MINOR,4,5
999,30/05/2023,,ICY,Windy,critical,7,1
1000,22/07/2022,40.0,Icy,Fog,critical,3,2
1001,05-15-2024,71.0,Muddy,rain,serious,5,1
1002,2024-11-15,74.0,Dry,Fog,MINOR,4,0
1003,10/09/2024,30.0,wet,clear,CRITICAL,6,3
1004,05/27/2024,42.0,icy,storm,Minor,7,1
1005,04/22/2021,60.0,WET,cloudy,MINOR,3,5
1006,2023-03-02,58.0,Muddy,Rain,Critical,2,1
1007,21/10/2023,64.0,Icy,fog,minor,2,0
1008,01/25/2021,69.0,WET,Cloudy,Critical,3,0
1009,03/10/2024,25.0,Wet,Rain,SERIOUS,7,2
1010,08/23/2023,,wet,rain,Critical,6,3
1011,2021-05-19,52.0,WET,Sunny,minor,3,0
1012,2022-03-18,,muddy,Clear,SERIOUS,5,0
1013,04/05/2021,43.0,Icy,windy,Serious,5,4
1014,08/10/2022,18.0,wet,rain,SERIOUS,2,5
1015,12/08/2024,33.0,DRY,Sunny,CRITICAL,4,4
1016,09/11/2021,29.0,dry,cloudy,Minor,6,5
1017,11/14/2023,32.0,Dry,Clear,Critical,2,2
1018,11-01-2022,29.0,Wet,windy,Critical,4,5
1019,26/10/2024,,Muddy,storm,minor,4,3
1020,06/15/2023,39.0,ICY,rain,SERIOUS,8,2
1021,26/06/2021,65.0,DRY,storm,Minor,5,2
1022,07/06/2024,49.0,wet,Clear,Minor,7,4
1023,09/09/2024,42.0,Icy,Cloudy,MINOR,1,1
1024,2024-12-20,57.0,wet,cloudy,critical,7,0
1025,2021-01-24,,Icy,cloudy,serious,1,4
1026,12-12-2022,35.0,dry,cloudy,CRITICAL,3,4
1027,12-08-2021,42.0,ICY,Windy,SERIOUS,5,1
1028,30/08/2021,55.0,muddy,Cloudy,Minor,4,2
1029,30/05/2023,29.0,dry,snow,CRITICAL,6,4
1030,12/29/2024,62.0,Muddy,Fog,serious,1,0
1031,11/13/2023,39.0,WET,rain,SERIOUS,7,13
1032,2023-01-24,,Icy,Sunny,SERIOUS,4,5
1033,07/30/2021,44.0,ICY,storm,critical,1,5
1034,2023-11-09,54.0,dry,Rain,serious,1,4
1035,2021-01-26,,dry,storm,Serious,8,0
1036,08/25/2023,52.0,Muddy,windy,SERIOUS,1,5
1037,03-14-2021,,Wet,Storm,MINOR,6,5
1038,2023-05-09,77.0,Icy,cloudy,SERIOUS,5,5
1039,05/24/2022,84.0,Wet,Sunny,critical,6,5
1040,09/06/2021,35.0,muddy,sunny,critical,2,4
1041,10/10/2024,66.0,muddy,sunny,minor,4,4
1042,11/23/2023,59.0,ICY,cloudy,CRITICAL,5,1
1043,08/11/2023,19.0,WET,Windy,Serious,8,5
1044,26/06/2021,,Dry,cloudy,CRITICAL,5,2
1045,02-15-2022,30.0,DRY,Fog,CRITICAL,5,3
1046,05/12/2022,,Icy,fog,Minor,7,3
1047,02-05-2022,41.0,Muddy,Cloudy,SERIOUS,5,4
1048,2021-11-05,76.0,dry,snow,minor,8,1
1049,2023-04-20,69.0,Icy,Fog,SERIOUS,6,1
1050,01-15-2024,65.0,ICY,Windy,CRITICAL,5,3
1051,2022-11-18,69.0,ICY,Clear,Serious,3,5
1052,09/08/2024,47.0,Dry,windy,critical,4,0
1053,25/02/2022,82.0,Muddy,Cloudy,Serious,5,17
1054,10/05/2023,,ICY,Windy,critical,4,5
1055,2022-07-28,69.0,dry,cloudy,SERIOUS,3,5
1056,04-20-2022,39.0,Icy,rain,Minor,3,1
1057,02/02/2023,85.0,Icy,Sunny,CRITICAL,4,4
1058,2023-11-02,,Wet,storm,serious,1,0
1059,2023-03-19,34.0,Dry,Cloudy,critical,2,1
1060,2024-03-08,24.0,Wet,Cloudy,CRITICAL,7,0
1061,18/09/2024,36.0,Dry,Storm,MINOR,1,5
1062,06/19/2022,39.0,Icy,cloudy,Critical,1,2
1063,31/10/2022,43.0,dry,Rain,MINOR,6,4
1064,02/06/2021,28.0,Icy,rain,CRITICAL,7,1
1065,2024-04-12,,Dry,clear,minor,7,1
1066,2021-08-05,49.0,Dry,rain,CRITICAL,1,0
1067,13/08/2023,,Wet,Snow,serious,5,2
1068,04/01/2023,18.0,ICY,windy,CRITICAL,6,2
1069,09/24/2022,78.0,DRY,rain,CRITICAL,6,5
1070,11/06/2024,45.0,WET,windy,SERIOUS,3,2
1071,17/03/2022,77.0,DRY,Windy,MINOR,8,4
1072,07/06/2021,30.0,DRY,fog,minor,7,5
1073,11/04/2021,35.0,Wet,snow,CRITICAL,1,14
1074,2021-12-23,54.0,Dry,snow,Minor,3,4
1075,04/09/2023,72.0,Dry,rain,Critical,4,3
1076,07/13/2021,62.0,ICY,Storm,Minor,2,4
1077,2021-01-25,21.0,muddy,clear,SERIOUS,8,15
